gp,postcode,nhs_url
Middlestown,WF4 4PA,https://www.nhs.uk/services/gp-surgery/middlestown/B87001
Whitburn Surgery,SR6 7EE,https://www.nhs.uk/services/gp-surgery/whitburn-surgery/A88023
Marsden Rd. Health Centre,NE34 6RE,https://www.nhs.uk/services/gp-surgery/marsden-rd-health-centre/A88003
"Fulwell Medical Centre,",SR6 8DZ,https://www.nhs.uk/services/gp-surgery/fulwell-medical-centre/A89015
Imeary Medical Group,NE33 4JP,https://www.nhs.uk/services/gp-surgery/imeary-medical-group/A88601
Chichester Practice,NE33 4JP,https://www.nhs.uk/services/gp-surgery/chichester-practice/A88002002
West View Surgery,NE33 4JP,https://www.nhs.uk/services/gp-surgery/west-view-surgery/A88014
Revel Surgery,CV23 0LU,https://www.nhs.uk/services/gp-surgery/revel-surgery/M84031
Kenyon Medical Centres,CV3 2JF,https://www.nhs.uk/services/gp-surgery/kenyon-medical-centres/M86015001
Bredon Avenue Surgery,CV3 2FD,https://www.nhs.uk/services/gp-surgery/bredon-avenue-surgery/M86038
King's Road Surgery,HA5 1TD,https://www.nhs.uk/services/gp-surgery/king-s-road-surgery/E84005001
The Devonshire Lodge Practice,HA5 1TG,https://www.nhs.uk/services/gp-surgery/the-devonshire-lodge-practice/E86006
Dr Segarajasinghe,EC1R 0LP,https://www.nhs.uk/services/gp-surgery/dr-segarajasinghe/F83678
Clerkenwell Medical Practice,EC1R 0LP,https://www.nhs.uk/services/gp-surgery/clerkenwell-medical-practice/F83624
Gray's Inn Road Medical Centre,WC1X 8TS,https://www.nhs.uk/services/gp-surgery/gray-s-inn-road-medical-centre/F83042
Amwell Group Practice,WC1X 0GB,https://www.nhs.uk/services/gp-surgery/amwell-group-practice/F83652
The Abbotsbury Practice,HA5 1TG,https://www.nhs.uk/services/gp-surgery/the-abbotsbury-practice/E86022
Cedars Medical Centre,HA4 9LZ,https://www.nhs.uk/services/gp-surgery/cedars-medical-centre/E86014
Holborn Medical Centre,WC1N 3NA,https://www.nhs.uk/services/gp-surgery/holborn-medical-centre/F83058
City Road Medical Centre,EC1V 2QH,https://www.nhs.uk/services/gp-surgery/city-road-medical-centre/F83064
Oxford Drive Medical Centre,HA4 9EY,https://www.nhs.uk/services/gp-surgery/oxford-drive-medical-centre/E86011
THE PINN MEDICAL CENTRE ,HA5 3EE,https://www.nhs.uk/services/gp-surgery/the-pinn-medical-centre/E84024
First Choice Medical Care,HA2 9LG,https://www.nhs.uk/services/gp-surgery/first-choice-medical-care/Y05080
The Bloomsbury Surgery,WC1N 1PD,https://www.nhs.uk/services/gp-surgery/the-bloomsbury-surgery/F83044
Kings Road Surgery,HA2 9JJ,https://www.nhs.uk/services/gp-surgery/kings-road-surgery/E84005
Queens Walk Medical Centre,HA4 0NT,https://www.nhs.uk/services/gp-surgery/queens-walk-medical-centre/E86626
Runnymede Medical Practice,SL4 2QF,https://www.nhs.uk/services/gp-surgery/runnymede-medical-practice/H81047001
The Ridgeway Surgery,HA2 7DU,https://www.nhs.uk/services/gp-surgery/the-ridgeway-surgery/E84068
The Ridgeway Surgery,HA2 9DX,https://www.nhs.uk/services/gp-surgery/the-ridgeway-surgery/E84068001
Acrefield Surgery,HA4 0QR,https://www.nhs.uk/services/gp-surgery/acrefield-surgery/E86615
Datchet Health Centre,SL3 9EX,https://www.nhs.uk/services/gp-surgery/datchet-health-centre/K81021
Rose Villa Surgery,SS13 3DW,https://www.nhs.uk/services/gp-surgery/rose-villa-surgery/F81645
Dr Sims and Partners,SS13 3HQ,https://www.nhs.uk/services/gp-surgery/dr-sims-and-partners/Y00469
Harold Road Surgery (Fairlight Village Hall),TN35 4DA,https://www.nhs.uk/services/gp-surgery/harold-road-surgery-fairlight-village-hall/G81031001
Harold Road Surgery (Pett Village Hall),TN35 4HE,https://www.nhs.uk/services/gp-surgery/harold-road-surgery-pett-village-hall/G81031002
Dr Nasah & Partners,SS13 3HQ,https://www.nhs.uk/services/gp-surgery/dr-nasah-and-partners/F81158
Dr Jo Arayomi's Practice,SS13 3HQ,https://www.nhs.uk/services/gp-surgery/dr-jo-arayomi-s-practice/Y00758
Dipple Medical Centre,SS13 3HQ,https://www.nhs.uk/services/gp-surgery/dipple-medical-centre/N4S8S
Dr M Aslam's Practice,SS13 1AJ,https://www.nhs.uk/services/gp-surgery/dr-m-aslam-s-practice/F81031
St Georges Medical Practice,SS7 4EA,https://www.nhs.uk/services/gp-surgery/st-georges-medical-practice/F81142
Icklesham Branch Surgery,TN36 4BJ,https://www.nhs.uk/services/gp-surgery/icklesham-branch-surgery/G81051003
Beaconsfield Ore Surgery,TN35 5ED,https://www.nhs.uk/services/gp-surgery/beaconsfield-ore-surgery/G81084002
Fairlight Road,TN35 5ED,https://www.nhs.uk/services/gp-surgery/fairlight-road/X1Y0W
The Hill Surgery,TN35 5NH,https://www.nhs.uk/services/gp-surgery/the-hill-surgery/G81031
Hastings Old Town Surgery,TN34 3DW,https://www.nhs.uk/services/gp-surgery/hastings-old-town-surgery/G81095
Dr Khan & Partners,SS7 4EA,https://www.nhs.uk/services/gp-surgery/dr-khan-and-partners/F81001
Felmores Medical Centre,SS13 1PN,https://www.nhs.uk/services/gp-surgery/felmores-medical-centre/F81186
Aryan Medical Centre,SS13 1PN,https://www.nhs.uk/services/gp-surgery/aryan-medical-centre/F81640
Priory Road Surgery,TN34 3JJ,https://www.nhs.uk/services/gp-surgery/priory-road-surgery/G81641
Beaconsfield Road Surgery,TN34 3TW,https://www.nhs.uk/services/gp-surgery/beaconsfield-road-surgery/G81084
Beaconsfield Road,TN34 3TW,https://www.nhs.uk/services/gp-surgery/beaconsfield-road-surgery/G81084
Cheshire Road Surgery,N22 8JJ,https://www.nhs.uk/services/gp-surgery/cheshire-road-surgery/F85640
Bounds Green Group Practice,N11 2PF,https://www.nhs.uk/services/gp-surgery/bounds-green-group-practice/F85066
Arcadian Gardens Surgery,N22 5AB,https://www.nhs.uk/services/gp-surgery/arcadian-gardens-surgery/F85034
Natal Rd Surgery,N11 2HU,https://www.nhs.uk/services/gp-surgery/natal-rd-surgery/F85072001
Grenoble Gardens Surgery,N13 6JE,https://www.nhs.uk/services/gp-surgery/grenoble-gardens-surgery/F85072002
Staunton Group Practice,N22 8HE,https://www.nhs.uk/services/gp-surgery/staunton-group-practice/F85008
Stuart Crescent Health Centre,N22 5NJ,https://www.nhs.uk/services/gp-surgery/stuart-crescent-medical-practice/F85065
Stuart Crescent Medical Practice,N22 5NJ,https://www.nhs.uk/services/gp-surgery/stuart-crescent-medical-practice/F85065
Ncl Covid Medicines Delivery Unit,N22 7TY,https://www.nhs.uk/services/gp-surgery/ncl-covid-medicines-delivery-unit/Y02914
Arnos Grove Medical Centr,N11 1BD,https://www.nhs.uk/services/gp-surgery/arnos-grove-medical-centr/F85700
East Tilbury Medical Centre,RM18 8SW,https://www.nhs.uk/services/gp-surgery/east-tilbury-medical-centre/F81708001
Appledore Integrated Medical Centre,RM18 8SJ,https://www.nhs.uk/services/gp-surgery/appledore-integrated-medical-centre/F81652001
The Rigg-Milner Medical Centre,RM18 8SD,https://www.nhs.uk/services/gp-surgery/the-rigg-milner-medical-centre/F81082
Windermere Surgery,M24 5WF,https://www.nhs.uk/services/gp-surgery/windermere-surgery/P86620
Durnford Medical Centre,M24 6DL,https://www.nhs.uk/services/gp-surgery/durnford-medical-centre/P86019
ROCHDALE ROAD MEDICAL CENTRE,M24 2PU,https://www.nhs.uk/services/gp-surgery/rochdale-road-medical-centre/P86015
Sunnybank & Cowgill Medical Practice,BD12 9NG,https://www.nhs.uk/services/gp-surgery/sunnybank-and-cowgill-medical-practice/B83009
Bethesda Medical Centre,CT9 3NR,https://www.nhs.uk/services/gp-surgery/bethesda-medical-centre/G82105
The Limes Medical Centre,CT9 1QY,https://www.nhs.uk/services/gp-surgery/the-limes-medical-centre/G82052
Northdown Surgery,CT9 5RE,https://www.nhs.uk/services/gp-surgery/northdown-surgery/G82066
Westgate Surgery,CT8 8SN,https://www.nhs.uk/services/gp-surgery/westgate-surgery/G82079
Earls Barton Surgery,NN6 0ND,https://www.nhs.uk/services/gp-surgery/earls-barton-surgery/K83047001
Earls Barton Medical Centre,NN6 0EU,https://www.nhs.uk/services/gp-surgery/earls-barton-medical-centre/K83601
Brook Medical Centre,NN3 5EN,https://www.nhs.uk/services/gp-surgery/brook-medical-centre/K83048
Queensway Medical Centre,NN8 3QE,https://www.nhs.uk/services/gp-surgery/queensway-medical-centre/K83005
Hackness Road Surgery,YO12 5SD,https://www.nhs.uk/services/gp-surgery/hackness-road-surgery/B82106
Scarborough Medical Group,YO12 6UA,https://www.nhs.uk/services/gp-surgery/scarborough-medical-group/B82054
Snainton Surgery,YO13 9AP,https://www.nhs.uk/services/gp-surgery/snainton-surgery/B82063001
Cloughton Branch Surgery,YO13 0AD,https://www.nhs.uk/services/gp-surgery/cloughton-branch-surgery/B82106001
Cloughton Surgery,YO13 0AD,https://www.nhs.uk/services/gp-surgery/cloughton-surgery/B82054001
Fort House Surgery,KT12 3LD,https://www.nhs.uk/services/gp-surgery/fort-house-surgery/H81020
Rise Park Surgery,NG5 5EB,https://www.nhs.uk/services/gp-surgery/rise-park-surgery/C84129
The Yellow Practice,KT12 3LB,https://www.nhs.uk/services/gp-surgery/the-yellow-practice/H81095
The Red Practice Walton,KT12 3LB,https://www.nhs.uk/services/gp-surgery/the-red-practice-walton/H81094
St Albans Medical Centre,NG6 8AQ,https://www.nhs.uk/services/gp-surgery/st-albans-medical-centre/C84004
Daybrook Medical Practice,NG5 6HP,https://www.nhs.uk/services/gp-surgery/daybrook-medical-practice/C84066
The Practice Nirmala ,NG5 5NN,https://www.nhs.uk/services/gp-surgery/the-practice-nirmala/C84004001
Woodhouse Medical Centre,S13 7LY,https://www.nhs.uk/services/gp-surgery/woodhouse-medical-centre/C88072
Norfolk Park Health Centre,S2 3TA,https://www.nhs.uk/services/gp-surgery/norfolk-park-health-centre/C88006
Shoreham Street Surgery,S1 4SS,https://www.nhs.uk/services/gp-surgery/shoreham-street-surgery/C88037001
Whitby Group Practice: branch surgery (Robin Hood's Bay),YO22 4RA,https://www.nhs.uk/services/gp-surgery/whitby-group-practice-branch-surgery-robin-hood-s-bay/B82017001
Swallownest Health Centre,S26 4WD,https://www.nhs.uk/services/gp-surgery/swallownest-health-centre/C87008
Knowsley Medical Centre,L34 0HF,https://www.nhs.uk/services/gp-surgery/knowsley-medical-centre/N83028006
Oak Hall,TN28 8BW,https://www.nhs.uk/services/gp-surgery/oak-hall/G82147
Church Lane Health Centre,TN28 8ER,https://www.nhs.uk/services/gp-surgery/church-lane-health-centre/G82007
Hanover Medical Centre,S10 2EB,https://www.nhs.uk/services/gp-surgery/hanover-medical-centre/C88076001
Student Health at Sheffield Hallam University,S1 1WB,https://www.nhs.uk/services/gp-surgery/student-health-at-sheffield-hallam-university/C88007001
Devonshire Green Medical Centre,S3 7SF,https://www.nhs.uk/services/gp-surgery/devonshire-green-medical-centre/C88076
STATION ROAD SURGERY,BR4 0PU,https://www.nhs.uk/services/gp-surgery/station-road-surgery/G84015
University Health Service Health Centre,S3 7QP,https://www.nhs.uk/services/gp-surgery/university-health-service-health-centre/C88627
Clover Group - Mulberry Practice,S1 2PJ,https://www.nhs.uk/services/gp-surgery/clover-group-mulberry-practice/C88069004
Clover City Practice,S1 2PJ,https://www.nhs.uk/services/gp-surgery/clover-city-practice/Y05349
Broomhill Surgery,S10 5BU,https://www.nhs.uk/services/gp-surgery/broomhill-surgery/C88028
Fir Tree,L12 0JE,https://www.nhs.uk/services/gp-surgery/fir-tree/N82676
ABERCROMBY FAMILY PRACTICE,L7 7HG,https://www.nhs.uk/services/gp-surgery/abercromby-family-practice/N82054
Brownlow Health @Student Health,L69 7ZL,https://www.nhs.uk/services/gp-surgery/brownlow-health-@student-health/N82117001
Brownlow Health @ Princes Park,L8 0SY,https://www.nhs.uk/services/gp-surgery/brownlow-health-@-princes-park/N82076
Upperthorpe Medical Centre,S6 3FT,https://www.nhs.uk/services/gp-surgery/upperthorpe-medical-centre/C88031
Albion Surgery,L6 2EH,https://www.nhs.uk/services/gp-surgery/albion-surgery/N82095
St. James' Health Centre,L1 5DZ,https://www.nhs.uk/services/gp-surgery/st-james-health-centre/N82082
Ropewalks General Practice,L1 5DL,https://www.nhs.uk/services/gp-surgery/ropewalks-general-practice/N82117003
Brownlow at Marybone,L3 2BG,https://www.nhs.uk/services/gp-surgery/brownlow-at-marybone/N82617
ROCK COURT SURGERY,L13 2GA,https://www.nhs.uk/services/gp-surgery/rock-court-surgery/N82058
Old Swan Health Centre,L13 2GA,https://www.nhs.uk/services/gp-surgery/old-swan-health-centre/N82074
Derry Downs Surgery,BR5 4DU,https://www.nhs.uk/services/gp-surgery/derry-downs-surgery/G84005
St Mary Cray Practice,BR5 4AR,https://www.nhs.uk/services/gp-surgery/st-mary-cray-practice/G84013
Gillmans Road Surgery,BR5 4LA,https://www.nhs.uk/services/gp-surgery/gillmans-road-surgery/G84041
Crescent Surgery,BR5 2DD,https://www.nhs.uk/services/gp-surgery/crescent-surgery/G84630
Crookes Practice,S10 1GN,https://www.nhs.uk/services/gp-surgery/crookes-practice/C88079
Tottenham Health Centre,N17 8AH,https://www.nhs.uk/services/gp-surgery/tottenham-health-centre/F85615
Somerset Gardens Family Health Centre,N17 8NW,https://www.nhs.uk/services/gp-surgery/somerset-gardens-family-health-centre/F85030
JS Medical Practice,N17 0JP,https://www.nhs.uk/services/gp-surgery/js-medical-practice/F85705001
Sandal Castle Medical Centre,WF2 7JE,https://www.nhs.uk/services/gp-surgery/sandal-castle-medical-centre/B87017001
Chapelthorpe,WF2 7GP,https://www.nhs.uk/services/gp-surgery/chapelthorpe/B87020
University Of Sussex Health Centre,BN1 9RW,https://www.nhs.uk/services/gp-surgery/university-of-sussex-health-centre/G81071
Grove Medical Centre,TW20 9QJ,https://www.nhs.uk/services/gp-surgery/grove-medical-centre/H81066
Royal Holloway College,TW20 0EX,https://www.nhs.uk/services/gp-surgery/royal-holloway-college/K81074001
Hythe Medical Centre Surgery,TW18 3HN,https://www.nhs.uk/services/gp-surgery/hythe-medical-centre-surgery/H81122
Runnymede Medical Practice,TW20 0PF,https://www.nhs.uk/services/gp-surgery/runnymede-medical-practice/H81047
Queens Park Medical Practice,TW13 4GU,https://www.nhs.uk/services/gp-surgery/queens-park-medical-practice/E85734
The Practice Feltham,TW13 4GU,https://www.nhs.uk/services/gp-surgery/the-practice-feltham/Y02672
St Davids Practice  ,TW13 4GU,https://www.nhs.uk/services/gp-surgery/st-davids-practice/E85056
Clifford House Medical Centre,TW13 5AD,https://www.nhs.uk/services/gp-surgery/clifford-house-medical-centre/E85071
Gill Medical Practice,TW14 0AB,https://www.nhs.uk/services/gp-surgery/gill-medical-practice/E85708
Carlton Surgery,TW14 0AX,https://www.nhs.uk/services/gp-surgery/carlton-surgery/E85024
Pentelow Practice,TW14 9EF,https://www.nhs.uk/services/gp-surgery/pentelow-practice/E85115
Little Park Surgery,TW13 5JG,https://www.nhs.uk/services/gp-surgery/little-park-surgery/E85736
Colindale Medical Centre Lp,NW9 6DJ,https://www.nhs.uk/services/gp-surgery/colindale-medical-centre-lp/E83637
Wakemans Hill Surgery,NW9 0TA,https://www.nhs.uk/services/gp-surgery/wakemans-hill-surgery/E83041
Willow Tree Family Doctors,NW9 9AD,https://www.nhs.uk/services/gp-surgery/willow-tree-family-doctors/E84015
Kingsbury Health and Wellbeing,NW9 0EF,https://www.nhs.uk/services/gp-surgery/kingsbury-health-and-wellbeing/E84078
Kings Edge Medical Centre,NW9 0QP,https://www.nhs.uk/services/gp-surgery/kings-edge-medical-centre/E84699
Hendon Way Surgery,NW9 7DG,https://www.nhs.uk/services/gp-surgery/hendon-way-surgery/Y03663
The Everglade Medical Practice,NW9 5XT,https://www.nhs.uk/services/gp-surgery/the-everglade-medical-practice/E83011
Jai Medical Centre (Hendon),NW4 3SU,https://www.nhs.uk/services/gp-surgery/jai-medical-centre-hendon/E83038001
Mulberry Medical Practice - Woodcroft,HA8 0EN,https://www.nhs.uk/services/gp-surgery/mulberry-medical-practice-woodcroft/E83046002
Jai Medical Centre (Brent),HA8 5LP,https://www.nhs.uk/services/gp-surgery/jai-medical-centre-brent/E84020
Merton Medical Practice,SW19 1DG,https://www.nhs.uk/services/gp-surgery/merton-medical-practice/H85634
Colliers Wood Surgery,SW19 2BY,https://www.nhs.uk/services/gp-surgery/colliers-wood-surgery/H85649
Riverhouse Medical Practice,SW19 1YG,https://www.nhs.uk/services/gp-surgery/riverhouse-medical-practice/H85092
Mitcham Medical Centre,CR4 3PR,https://www.nhs.uk/services/gp-surgery/mitcham-medical-centre/H85024
Wimbledon Medical Practice,SW19 1NX,https://www.nhs.uk/services/gp-surgery/wimbledon-medical-practice/H85028
TOOTING SOUTH MEDICAL CENTRE,SW17 9HQ,https://www.nhs.uk/services/gp-surgery/tooting-south-medical-centre/H85680
Watling Medical Centre,HA8 0NR,https://www.nhs.uk/services/gp-surgery/watling-medical-centre/E83018
Dr S.A Patel,NW4 3HB,https://www.nhs.uk/services/gp-surgery/dr-s-a-patel/E83035001
St. Georges Medical Centre,NW4 4QR,https://www.nhs.uk/services/gp-surgery/st-georges-medical-centre/E83020
Church Lane Surgery,NW9 8LU,https://www.nhs.uk/services/gp-surgery/church-lane-surgery/E84067
Parkview Surgery,HA8 0RW,https://www.nhs.uk/services/gp-surgery/parkview-surgery/E83028
The Phoenix Practice,NW4 4AE,https://www.nhs.uk/services/gp-surgery/the-phoenix-practice/E83653
Oak Lodge Medical Centre,HA8 0AP,https://www.nhs.uk/services/gp-surgery/oak-lodge-medical-centre/E83032
The Fryent Way Surgery,NW9 9SB,https://www.nhs.uk/services/gp-surgery/the-fryent-way-surgery/E84048
Dr. McCarthy,SL3 0JX,https://www.nhs.uk/services/gp-surgery/dr-mccarthy/K81024001
Langley Health Centre,SL3 8LE,https://www.nhs.uk/services/gp-surgery/langley-health-centre/K81024
The Orchard Surgery,SL3 8HD,https://www.nhs.uk/services/gp-surgery/the-orchard-surgery/Y00437
The Ivers Practice,SL0 9NU,https://www.nhs.uk/services/gp-surgery/the-ivers-practice/K82006
The Medical Centre,UB7 7PJ,https://www.nhs.uk/services/gp-surgery/the-medical-centre/E86004
Wexham Road Surgery,SL2 5JP,https://www.nhs.uk/services/gp-surgery/wexham-road-surgery/K81005
240 Wexham Road,SL2 5JP,https://www.nhs.uk/services/gp-surgery/240-wexham-road/K81645
Wood Lane Surgery,RM12 5HX,https://www.nhs.uk/services/gp-surgery/wood-lane-surgery/F82028
The Rosewood Medical Centre,RM12 5NJ,https://www.nhs.uk/services/gp-surgery/the-rosewood-medical-centre/F82022
Maylands Healthcare,RM12 4EQ,https://www.nhs.uk/services/gp-surgery/maylands-healthcare/F82008
Harlow Road Surgery,RM13 7UP,https://www.nhs.uk/services/gp-surgery/harlow-road-surgery/F82619
Suttons Avenue Surgery,RM12 4LF,https://www.nhs.uk/services/gp-surgery/suttons-avenue-surgery/F82609
Westfield Surgery,TN35 4QE,https://www.nhs.uk/services/gp-surgery/westfield-surgery/G81057001
High Glades Medical Centre,TN37 7AT,https://www.nhs.uk/services/gp-surgery/high-glades-medical-centre/G81074
The Surgery,HA9 6QL,https://www.nhs.uk/services/gp-surgery/the-surgery/E84635
Wembley Park Drive Medical Centre,HA9 8HD,https://www.nhs.uk/services/gp-surgery/wembley-park-drive-medical-centre/E84709
Lancelot Medical Centre,HA0 2AL,https://www.nhs.uk/services/gp-surgery/lancelot-medical-centre/E84063
The Law Medical Group Practice,HA9 6QQ,https://www.nhs.uk/services/gp-surgery/the-law-medical-group-practice/E84006001
GP Pathfinder Clinics,HA9 6PW,https://www.nhs.uk/services/gp-surgery/gp-pathfinder-clinics/E84066
PRESTON MEDICAL CENTRE,HA9 8JZ,https://www.nhs.uk/services/gp-surgery/preston-medical-centre/E84678
Chalkhill Family Practice,HA9 9FX,https://www.nhs.uk/services/gp-surgery/chalkhill-family-practice/E84033
Ellis Practice,HA9 9FX,https://www.nhs.uk/services/gp-surgery/ellis-practice/E84032
PRESTON ROAD SURGERY,HA9 8LB,https://www.nhs.uk/services/gp-surgery/preston-road-surgery/E84620
The Eagle Eye Surgery,HA0 4SH,https://www.nhs.uk/services/gp-surgery/the-eagle-eye-surgery/E84066001
BRENTFORD GROUP PRACTICE,TW8 8DS,https://www.nhs.uk/services/gp-surgery/brentford-group-practice/E85605
Albany Practice,TW8 8DS,https://www.nhs.uk/services/gp-surgery/albany-practice/E85004
Brentford Family Practice,TW8 8DS,https://www.nhs.uk/services/gp-surgery/brentford-family-practice/E85735
Ealing Park Health Centre,W5 4RH,https://www.nhs.uk/services/gp-surgery/ealing-park-health-centre/E85657
Argyle Health-Isleworth Practice,TW7 7DJ,https://www.nhs.uk/services/gp-surgery/argyle-health-isleworth-practice/E85744
Lichfield Grove Surgery,N3 2JP,https://www.nhs.uk/services/gp-surgery/lichfield-grove-surgery/E83005
Supreme Medical Centre,N3 2JX,https://www.nhs.uk/services/gp-surgery/supreme-medical-centre/E83026
Cornwall House Surgery,N3 1LD,https://www.nhs.uk/services/gp-surgery/cornwall-house-surgery/E83013
The Mountfield Surgery,N3 3NR,https://www.nhs.uk/services/gp-surgery/the-mountfield-surgery/E83638
Rosemary Surgery,N3 2QN,https://www.nhs.uk/services/gp-surgery/rosemary-surgery/E83639
Wentworth Medical Practice.,N3 1YL,https://www.nhs.uk/services/gp-surgery/wentworth-medical-practice/E83035
Squires Lane Medical Practice,N3 2AU,https://www.nhs.uk/services/gp-surgery/squires-lane-medical-practice/E83007
Langstone Way Surgery,NW7 1GR,https://www.nhs.uk/services/gp-surgery/langstone-way-surgery/E83049
Woodlands Medical Practice,N2 8BG,https://www.nhs.uk/services/gp-surgery/woodlands-medical-practice/Y00316
Homeless Action in Barnet,N12 0RG,https://www.nhs.uk/services/gp-surgery/homeless-action-in-barnet/E83666
Bushey Surgery,WD23 1NB,https://www.nhs.uk/services/gp-surgery/bushey-surgery/E82043001
Little Bushey Surgery,WD23 1EZ,https://www.nhs.uk/services/gp-surgery/little-bushey-surgery/E82657
Heathfielde Medical Centre,N2 0EQ,https://www.nhs.uk/services/gp-surgery/heathfielde-medical-centre/E83008
The Speedwell Practice,N12 9SS,https://www.nhs.uk/services/gp-surgery/the-speedwell-practice/E83010
Lane End Medical Group,HA8 9GJ,https://www.nhs.uk/services/gp-surgery/lane-end-medical-group/E83053
Dr SP Talpahewa,HA8 9NT,https://www.nhs.uk/services/gp-surgery/dr-sp-talpahewa/E83668
Torrington Park Group Practice,N12 9SS,https://www.nhs.uk/services/gp-surgery/torrington-park-group-practice/E83021
Temple Fortune Medical Group,NW11 7TE,https://www.nhs.uk/services/gp-surgery/temple-fortune-medical-group/E83622
PHGH Doctors,NW11 7TE,https://www.nhs.uk/services/gp-surgery/phgh-doctors/E83009
East Finchley Medical Centre,N2 9QD,https://www.nhs.uk/services/gp-surgery/east-finchley-medical-centre/E83050
Mulberry Medical Practice,NW7 3QB,https://www.nhs.uk/services/gp-surgery/mulberry-medical-practice/E83046
Zain Medical Centre,HA8 0AD,https://www.nhs.uk/services/gp-surgery/zain-medical-centre/E84653
Derwent Branch of Wentworth Medical Practice,N20 0QQ,https://www.nhs.uk/services/gp-surgery/derwent-branch-of-wentworth-medical-practice/J0P0Z
Friern Barnet Medical Centre,N11 3BU,https://www.nhs.uk/services/gp-surgery/friern-barnet-medical-centre/E83045
Millway Medical Practice,NW7 2HX,https://www.nhs.uk/services/gp-surgery/millway-medical-practice/E83016
The Village Practice,N7 7JJ,https://www.nhs.uk/services/gp-surgery/the-village-practice/F83664
Andover Medical Centre,N7 7QZ,https://www.nhs.uk/services/gp-surgery/andover-medical-centre/F83666
Attenborough Surgery,WD23 2NN,https://www.nhs.uk/services/gp-surgery/attenborough-surgery/E82124
Manor View Practice,WD23 2NN,https://www.nhs.uk/services/gp-surgery/manor-view-practice/E82073
The 157 Medical Practice,N4 3PZ,https://www.nhs.uk/services/gp-surgery/the-157-medical-practice/F85067
Stroud Green Medical Centre,N4 3PZ,https://www.nhs.uk/services/gp-surgery/stroud-green-medical-centre/F83686
The Heron Practice,N4 2NU,https://www.nhs.uk/services/gp-surgery/the-heron-practice/F84119
The Cedar Practice,N4 2NU,https://www.nhs.uk/services/gp-surgery/the-cedar-practice/F84036
Sobell Medical Centre,N7 6NE,https://www.nhs.uk/services/gp-surgery/sobell-medical-centre/F83680
Hanley Primary Care Centre,N4 3DU,https://www.nhs.uk/services/gp-surgery/hanley-primary-care-centre/Y01066
The Allerton Road Surgery,N16 5UF,https://www.nhs.uk/services/gp-surgery/the-allerton-road-surgery/F84716
Attenborough Surgery-Carpenders Park,WD19 5EU,https://www.nhs.uk/services/gp-surgery/attenborough-surgery-carpenders-park/E82124001
South Oxhey Surgery,WD19 7SF,https://www.nhs.uk/services/gp-surgery/south-oxhey-surgery/E82655
Manor View at South Oxhey,WD19 7SF,https://www.nhs.uk/services/gp-surgery/manor-view-at-south-oxhey/P0A4E
High Street Surgery,RM11 3XT,https://www.nhs.uk/services/gp-surgery/high-street-surgery/F82023
Dr VM Patel,RM11 3SZ,https://www.nhs.uk/services/gp-surgery/dr-vm-patel/F82033
Upminster Bridge Surgery,RM12 6PL,https://www.nhs.uk/services/gp-surgery/upminster-bridge-surgery/F82624
The Paddock Surgery,WF12 0DH,https://www.nhs.uk/services/gp-surgery/the-paddock-surgery/B85038
Mountain Road Surgery,WF12 0BS,https://www.nhs.uk/services/gp-surgery/mountain-road-surgery/B85646001
Consulting Rooms,WD19 7RU,https://www.nhs.uk/services/gp-surgery/consulting-rooms/E82020
Hatch End Medical Centre,HA5 4RD,https://www.nhs.uk/services/gp-surgery/hatch-end-medical-centre/E84053
Upminster Medical Centre,RM14 3DH,https://www.nhs.uk/services/gp-surgery/upminster-medical-centre/F82053
Cranham Health Centre,RM14 1RG,https://www.nhs.uk/services/gp-surgery/cranham-health-centre/F82674
Cranham Village Surgery,RM14 1BJ,https://www.nhs.uk/services/gp-surgery/cranham-village-surgery/F82006
Haiderian Medical Centre,RM14 2YN,https://www.nhs.uk/services/gp-surgery/haiderian-medical-centre/F82002
Haiderian Medical Centre- Dorkins Way branch,RM14 1XX,https://www.nhs.uk/services/gp-surgery/haiderian-medical-centre-dorkins-way-branch/F82002001
The Patel Practice,TS25 1AX,https://www.nhs.uk/services/gp-surgery/the-patel-practice/A81612
Wellington Road Surgery,WV14 6AQ,https://www.nhs.uk/services/gp-surgery/wellington-road-surgery/M92016001
Bilston Urban Village Medical Centre,WV14 0EE,https://www.nhs.uk/services/gp-surgery/bilston-urban-village-medical-centre/Y02757
Church Street Surgery,WV14 0AX,https://www.nhs.uk/services/gp-surgery/church-street-surgery/M92612006
Caerleon Surgery,WV14 6AL,https://www.nhs.uk/services/gp-surgery/caerleon-surgery/M92612002
Improving Health (IH) Medical,WV14 6PW,https://www.nhs.uk/services/gp-surgery/improving-health-ih-medical/M92015
Bilston Family Practice,WV14 6PW,https://www.nhs.uk/services/gp-surgery/bilston-family-practice/M92627
Dr Mudigonda,WV14 6PW,https://www.nhs.uk/services/gp-surgery/dr-mudigonda/M92649
The Lodge Health Partnership,AL3 7BL,https://www.nhs.uk/services/gp-surgery/the-lodge-health-partnership/E82014003
MGS Medical Practice,WV14 8BW,https://www.nhs.uk/services/gp-surgery/mgs-medical-practice/M92654001
Moxley Medical Centre,WS10 8TF,https://www.nhs.uk/services/gp-surgery/moxley-medical-centre/M91624
GP at Hand Wimbeldon,SW20 0LW,https://www.nhs.uk/services/gp-surgery/gp-at-hand-wimbeldon/O5B4M
