gp,nhs_url,postcode,state,url
Fir Tree,https://www.nhs.uk/services/gp-surgery/fir-tree/N82676,L12 0JE,1,http://www.firtreemc.nhs.uk
ABERCROMBY FAMILY PRACTICE,https://www.nhs.uk/services/gp-surgery/abercromby-family-practice/N82054,L7 7HG,-1,https://www.abercrombyfp.nhs.uk
Brownlow Health @Student Health,https://www.nhs.uk/services/gp-surgery/brownlow-health-@student-health/N82117001,L69 7ZL,1,http://central.brownlowhealth.co.uk/
Brownlow Health @ Princes Park,https://www.nhs.uk/services/gp-surgery/brownlow-health-@-princes-park/N82076,L8 0SY,1,http://princespark.brownlowhealth.co.uk
Upperthorpe Medical Centre,https://www.nhs.uk/services/gp-surgery/upperthorpe-medical-centre/C88031,S6 3FT,1,https://www.upperthorpemedicalcentre.co.uk
Albion Surgery,https://www.nhs.uk/services/gp-surgery/albion-surgery/N82095,L6 2EH,1,http://www.albionsurgeryeverton.nhs.uk/
St. James' Health Centre,https://www.nhs.uk/services/gp-surgery/st-james-health-centre/N82082,L1 5DZ,1,http://www.stjameshealthcentre.nhs.uk/
Ropewalks General Practice,https://www.nhs.uk/services/gp-surgery/ropewalks-general-practice/N82117003,L1 5DL,1,http://central.brownlowhealth.co.uk/
Brownlow at Marybone,https://www.nhs.uk/services/gp-surgery/brownlow-at-marybone/N82617,L3 2BG,1,https://marybone.brownlowhealth.co.uk/
ROCK COURT SURGERY,https://www.nhs.uk/services/gp-surgery/rock-court-surgery/N82058,L13 2GA,1,http://www.rockcourtsurgery.nhs.uk
Old Swan Health Centre,https://www.nhs.uk/services/gp-surgery/old-swan-health-centre/N82074,L13 2GA,1,http://www.oldswanhcgp.nhs.uk
Derry Downs Surgery,https://www.nhs.uk/services/gp-surgery/derry-downs-surgery/G84005,BR5 4DU,1,http://www.derrydownsurgery.co.uk/
St Mary Cray Practice,https://www.nhs.uk/services/gp-surgery/st-mary-cray-practice/G84013,BR5 4AR,1,http://www.stmarycraypractice.co.uk
Gillmans Road Surgery,https://www.nhs.uk/services/gp-surgery/gillmans-road-surgery/G84041,BR5 4LA,0,
Crescent Surgery,https://www.nhs.uk/services/gp-surgery/crescent-surgery/G84630,BR5 2DD,1,http://www.the-crescent-surgery.co.uk
Crookes Practice,https://www.nhs.uk/services/gp-surgery/crookes-practice/C88079,S10 1GN,1,http://www.thecrookespractice.co.uk/new-patients
Tottenham Health Centre,https://www.nhs.uk/services/gp-surgery/tottenham-health-centre/F85615,N17 8AH,1,http://www.tottenhamhealthcentre.co.uk
Somerset Gardens Family Health Centre,https://www.nhs.uk/services/gp-surgery/somerset-gardens-family-health-centre/F85030,N17 8NW,1,https://www.somersetgardensfhcc.nhs.uk
JS Medical Practice,https://www.nhs.uk/services/gp-surgery/js-medical-practice/F85705001,N17 0JP,1,http://www.jsmedicalpractice.com
Sandal Castle Medical Centre,https://www.nhs.uk/services/gp-surgery/sandal-castle-medical-centre/B87017001,WF2 7JE,1,http://www.tmcwakefield.co.uk
Chapelthorpe,https://www.nhs.uk/services/gp-surgery/chapelthorpe/B87020,WF2 7GP,1,http://www.chapelthorpemedicalcentre.co.uk
University Of Sussex Health Centre,https://www.nhs.uk/services/gp-surgery/university-of-sussex-health-centre/G81071,BN1 9RW,1,https://www.unimed.co.uk/
Grove Medical Centre,https://www.nhs.uk/services/gp-surgery/grove-medical-centre/H81066,TW20 9QJ,1,http://www.thegrovemedicalcentre.co.uk
Royal Holloway College,https://www.nhs.uk/services/gp-surgery/royal-holloway-college/K81074001,TW20 0EX,0,
Hythe Medical Centre Surgery,https://www.nhs.uk/services/gp-surgery/hythe-medical-centre-surgery/H81122,TW18 3HN,1,https://thehythemedicalcentre.nhs.uk/
Runnymede Medical Practice,https://www.nhs.uk/services/gp-surgery/runnymede-medical-practice/H81047,TW20 0PF,1,http://www.runnymedemedicalpractice.nhs.uk
Queens Park Medical Practice,https://www.nhs.uk/services/gp-surgery/queens-park-medical-practice/E85734,TW13 4GU,1,http://www.queensparkmedical.co.uk
The Practice Feltham,https://www.nhs.uk/services/gp-surgery/the-practice-feltham/Y02672,TW13 4GU,1,https://hmchealthfeltham.co.uk/
St Davids Practice  ,https://www.nhs.uk/services/gp-surgery/st-davids-practice/E85056,TW13 4GU,1,https://www.stdavidspractice.co.uk/
Clifford House Medical Centre,https://www.nhs.uk/services/gp-surgery/clifford-house-medical-centre/E85071,TW13 5AD,1,https://www.cliffordhousemedicalcentre.co.uk
Gill Medical Practice,https://www.nhs.uk/services/gp-surgery/gill-medical-practice/E85708,TW14 0AB,1,http://www.gillmedicalpractice.co.uk/
Carlton Surgery,https://www.nhs.uk/services/gp-surgery/carlton-surgery/E85024,TW14 0AX,0,
Pentelow Practice,https://www.nhs.uk/services/gp-surgery/pentelow-practice/E85115,TW14 9EF,1,http://www.pentelowpractice.org
Little Park Surgery,https://www.nhs.uk/services/gp-surgery/little-park-surgery/E85736,TW13 5JG,1,http://www.littleparksurgery.co.uk/
Colindale Medical Centre Lp,https://www.nhs.uk/services/gp-surgery/colindale-medical-centre-lp/E83637,NW9 6DJ,1,http://www.colindalemedicalcentre.nhs.uk
Wakemans Hill Surgery,https://www.nhs.uk/services/gp-surgery/wakemans-hill-surgery/E83041,NW9 0TA,1,https://www.wakemanshillsurgery.com
Willow Tree Family Doctors,https://www.nhs.uk/services/gp-surgery/willow-tree-family-doctors/E84015,NW9 9AD,1,http://www.willowtreefamilydoctors.com/
Kingsbury Health and Wellbeing,https://www.nhs.uk/services/gp-surgery/kingsbury-health-and-wellbeing/E84078,NW9 0EF,1,http://www.kingsburyhealthandwellbeing.co.uk/
Kings Edge Medical Centre,https://www.nhs.uk/services/gp-surgery/kings-edge-medical-centre/E84699,NW9 0QP,1,http://www.kingsedgemedicalcentre.uk/
Hendon Way Surgery,https://www.nhs.uk/services/gp-surgery/hendon-way-surgery/Y03663,NW9 7DG,1,http://www.hendonwaysurgery.nhs.uk
The Everglade Medical Practice,https://www.nhs.uk/services/gp-surgery/the-everglade-medical-practice/E83011,NW9 5XT,1,http://www.everglademedicalpractice.nhs.uk/
Jai Medical Centre (Hendon),https://www.nhs.uk/services/gp-surgery/jai-medical-centre-hendon/E83038001,NW4 3SU,1,http://www.jaimedical.nhs.uk/
Mulberry Medical Practice - Woodcroft,https://www.nhs.uk/services/gp-surgery/mulberry-medical-practice-woodcroft/E83046002,HA8 0EN,1,http://www.mulberrymedical.nhs.uk/
Jai Medical Centre (Brent),https://www.nhs.uk/services/gp-surgery/jai-medical-centre-brent/E84020,HA8 5LP,1,https://thestagholyroodsurgery.nhs.uk/
Merton Medical Practice,https://www.nhs.uk/services/gp-surgery/merton-medical-practice/H85634,SW19 1DG,1,http://www.mertonmedical.com
Colliers Wood Surgery,https://www.nhs.uk/services/gp-surgery/colliers-wood-surgery/H85649,SW19 2BY,1,https://collierswoodsurgery.co.uk/
Riverhouse Medical Practice,https://www.nhs.uk/services/gp-surgery/riverhouse-medical-practice/H85092,SW19 1YG,0,
Mitcham Medical Centre,https://www.nhs.uk/services/gp-surgery/mitcham-medical-centre/H85024,CR4 3PR,1,http://www.mitchammedicalcentre.nhs.uk/
Wimbledon Medical Practice,https://www.nhs.uk/services/gp-surgery/wimbledon-medical-practice/H85028,SW19 1NX,1,http://www.wimbledonmedicalpractice.co.uk
TOOTING SOUTH MEDICAL CENTRE,https://www.nhs.uk/services/gp-surgery/tooting-south-medical-centre/H85680,SW17 9HQ,1,http://www.tootingsouthmedicalcentre.co.uk
Watling Medical Centre,https://www.nhs.uk/services/gp-surgery/watling-medical-centre/E83018,HA8 0NR,1,https://www.watlingmedicalcentre.com/
Dr S.A Patel,https://www.nhs.uk/services/gp-surgery/dr-s-a-patel/E83035001,NW4 3HB,0,
St. Georges Medical Centre,https://www.nhs.uk/services/gp-surgery/st-georges-medical-centre/E83020,NW4 4QR,1,http://www.stgeorgesmc.co.uk/
Church Lane Surgery,https://www.nhs.uk/services/gp-surgery/church-lane-surgery/E84067,NW9 8LU,1,http://www.church-lane-surgery.co.uk/
Parkview Surgery,https://www.nhs.uk/services/gp-surgery/parkview-surgery/E83028,HA8 0RW,1,http://www.parkviewsurgeryedgware.co.uk/
The Phoenix Practice,https://www.nhs.uk/services/gp-surgery/the-phoenix-practice/E83653,NW4 4AE,1,http://www.phoenixpractice.co.uk/
Oak Lodge Medical Centre,https://www.nhs.uk/services/gp-surgery/oak-lodge-medical-centre/E83032,HA8 0AP,1,https://oaklodgemedicalcentre.co.uk/
The Fryent Way Surgery,https://www.nhs.uk/services/gp-surgery/the-fryent-way-surgery/E84048,NW9 9SB,1,http://www.thefryentwaysurgery.nhs.uk
Dr. McCarthy,https://www.nhs.uk/services/gp-surgery/dr-mccarthy/K81024001,SL3 0JX,0,
Langley Health Centre,https://www.nhs.uk/services/gp-surgery/langley-health-centre/K81024,SL3 8LE,1,http://langleyhealthcentre.co.uk
The Orchard Surgery,https://www.nhs.uk/services/gp-surgery/the-orchard-surgery/Y00437,SL3 8HD,1,http://www.theorchardsurgery.co.uk
The Ivers Practice,https://www.nhs.uk/services/gp-surgery/the-ivers-practice/K82006,SL0 9NU,1,http://www.iverdoc.co.uk/
The Medical Centre,https://www.nhs.uk/services/gp-surgery/the-medical-centre/E86004,UB7 7PJ,0,
Wexham Road Surgery,https://www.nhs.uk/services/gp-surgery/wexham-road-surgery/K81005,SL2 5JP,1,http://www.wexhamroadsurgery.co.uk
240 Wexham Road,https://www.nhs.uk/services/gp-surgery/240-wexham-road/K81645,SL2 5JP,1,http://www.drveenasharma.co.uk
Wood Lane Surgery,https://www.nhs.uk/services/gp-surgery/wood-lane-surgery/F82028,RM12 5HX,1,https://www.woodlanemedicalcentre.co.uk
The Rosewood Medical Centre,https://www.nhs.uk/services/gp-surgery/the-rosewood-medical-centre/F82022,RM12 5NJ,1,http://www.rosewoodmedicalcentre.co.uk
Maylands Healthcare,https://www.nhs.uk/services/gp-surgery/maylands-healthcare/F82008,RM12 4EQ,1,http://www.maylandshealthcare.co.uk
Harlow Road Surgery,https://www.nhs.uk/services/gp-surgery/harlow-road-surgery/F82619,RM13 7UP,0,
Suttons Avenue Surgery,https://www.nhs.uk/services/gp-surgery/suttons-avenue-surgery/F82609,RM12 4LF,1,https://www.suttonsavenuesurgery.co.uk
Westfield Surgery,https://www.nhs.uk/services/gp-surgery/westfield-surgery/G81057001,TN35 4QE,1,http://www.sedlescombeandwestfieldsurgeries.co.uk/
High Glades Medical Centre,https://www.nhs.uk/services/gp-surgery/high-glades-medical-centre/G81074,TN37 7AT,1,http://www.highgladesmedicalcentre.nhs.uk/
Wembley Park Drive Medical Centre,https://www.nhs.uk/services/gp-surgery/wembley-park-drive-medical-centre/E84709,HA9 8HD,1,https://www.wembleyparkdrive.co.uk
The Surgery,https://www.nhs.uk/services/gp-surgery/the-surgery/E84635,HA9 6QL,0,
Lancelot Medical Centre,https://www.nhs.uk/services/gp-surgery/lancelot-medical-centre/E84063,HA0 2AL,1,http://www.lancelotmedicalcentre.co.uk
The Law Medical Group Practice,https://www.nhs.uk/services/gp-surgery/the-law-medical-group-practice/E84006001,HA9 6QQ,1,http://www.lawmedicalgrouppractice.co.uk/
GP Pathfinder Clinics,https://www.nhs.uk/services/gp-surgery/gp-pathfinder-clinics/E84066,HA9 6PW,1,http://nhsgp.net
PRESTON MEDICAL CENTRE,https://www.nhs.uk/services/gp-surgery/preston-medical-centre/E84678,HA9 8JZ,0,
Chalkhill Family Practice,https://www.nhs.uk/services/gp-surgery/chalkhill-family-practice/E84033,HA9 9FX,1,http://www.chalkhillfamilypractice.nhs.uk/
Ellis Practice,https://www.nhs.uk/services/gp-surgery/ellis-practice/E84032,HA9 9FX,1,https://www.ellispractice.co.uk
PRESTON ROAD SURGERY,https://www.nhs.uk/services/gp-surgery/preston-road-surgery/E84620,HA9 8LB,1,http://www.prestonroadsurgerywembley.co.uk
The Eagle Eye Surgery,https://www.nhs.uk/services/gp-surgery/the-eagle-eye-surgery/E84066001,HA0 4SH,1,http://nhsgp.net
BRENTFORD GROUP PRACTICE,https://www.nhs.uk/services/gp-surgery/brentford-group-practice/E85605,TW8 8DS,1,http://www.brentfordgrouppractice.co.uk
Albany Practice,https://www.nhs.uk/services/gp-surgery/albany-practice/E85004,TW8 8DS,1,http://www.albanypractice.co.uk/
Brentford Family Practice,https://www.nhs.uk/services/gp-surgery/brentford-family-practice/E85735,TW8 8DS,1,http://www.brentfordfamilypractice.com/
Ealing Park Health Centre,https://www.nhs.uk/services/gp-surgery/ealing-park-health-centre/E85657,W5 4RH,1,http://www.ealingparkhealthcentre.nhs.uk/
Argyle Health-Isleworth Practice,https://www.nhs.uk/services/gp-surgery/argyle-health-isleworth-practice/E85744,TW7 7DJ,1,https://www.isleworthpractice.nhs.uk/
Lichfield Grove Surgery,https://www.nhs.uk/services/gp-surgery/lichfield-grove-surgery/E83005,N3 2JP,1,http://www.lichfieldgrovesurgery.nhs.uk
Supreme Medical Centre,https://www.nhs.uk/services/gp-surgery/supreme-medical-centre/E83026,N3 2JX,1,http://www.suprememedicalcentre.nhs.uk/
Cornwall House Surgery,https://www.nhs.uk/services/gp-surgery/cornwall-house-surgery/E83013,N3 1LD,1,https://www.cornwallhousesurgery.nhs.uk/
The Mountfield Surgery,https://www.nhs.uk/services/gp-surgery/the-mountfield-surgery/E83638,N3 3NR,0,
Rosemary Surgery,https://www.nhs.uk/services/gp-surgery/rosemary-surgery/E83639,N3 2QN,1,https://www.rosemarymedicalcentre.nhs.uk/
Wentworth Medical Practice.,https://www.nhs.uk/services/gp-surgery/wentworth-medical-practice/E83035,N3 1YL,1,https://www.wentworthmedical.nhs.uk
Squires Lane Medical Practice,https://www.nhs.uk/services/gp-surgery/squires-lane-medical-practice/E83007,N3 2AU,1,https://www.squireslanemedicalpractice.co.uk/
Langstone Way Surgery,https://www.nhs.uk/services/gp-surgery/langstone-way-surgery/E83049,NW7 1GR,1,https://www.langstonewaysurgery.nhs.uk
Woodlands Medical Practice,https://www.nhs.uk/services/gp-surgery/woodlands-medical-practice/Y00316,N2 8BG,1,http://www.woodlandsmedicalpractice.org
Homeless Action in Barnet,https://www.nhs.uk/services/gp-surgery/homeless-action-in-barnet/E83666,N12 0RG,0,
Bushey Surgery,https://www.nhs.uk/services/gp-surgery/bushey-surgery/E82043001,WD23 1NB,1,http://www.schopwicksurgery.co.uk/
Little Bushey Surgery,https://www.nhs.uk/services/gp-surgery/little-bushey-surgery/E82657,WD23 1EZ,1,http://www.littlebusheysurgery.nhs.uk
Heathfielde Medical Centre,https://www.nhs.uk/services/gp-surgery/heathfielde-medical-centre/E83008,N2 0EQ,1,https://www.heathfieldemedicalcentre.nhs.uk
The Speedwell Practice,https://www.nhs.uk/services/gp-surgery/the-speedwell-practice/E83010,N12 9SS,1,http://www.thespeedwellpractice.nhs.uk
Lane End Medical Group,https://www.nhs.uk/services/gp-surgery/lane-end-medical-group/E83053,HA8 9GJ,1,http://www.laneendmedicalgroup.co.uk
Dr SP Talpahewa,https://www.nhs.uk/services/gp-surgery/dr-sp-talpahewa/E83668,HA8 9NT,1,http://www.deanslanemedicalcentre.co.uk
Torrington Park Group Practice,https://www.nhs.uk/services/gp-surgery/torrington-park-group-practice/E83021,N12 9SS,1,https://www.torringtonparkgrouppractice.nhs.uk/
Temple Fortune Medical Group,https://www.nhs.uk/services/gp-surgery/temple-fortune-medical-group/E83622,NW11 7TE,1,https://www.tfmg.org.uk/
PHGH Doctors,https://www.nhs.uk/services/gp-surgery/phgh-doctors/E83009,NW11 7TE,1,https://phgh.co.uk/
East Finchley Medical Centre,https://www.nhs.uk/services/gp-surgery/east-finchley-medical-centre/E83050,N2 9QD,1,https://www.eastfinchleymedicalpractice.nhs.uk
Mulberry Medical Practice,https://www.nhs.uk/services/gp-surgery/mulberry-medical-practice/E83046,NW7 3QB,1,http://www.mulberrymedical.nhs.uk/
Zain Medical Centre,https://www.nhs.uk/services/gp-surgery/zain-medical-centre/E84653,HA8 0AD,0,
Derwent Branch of Wentworth Medical Practice,https://www.nhs.uk/services/gp-surgery/derwent-branch-of-wentworth-medical-practice/J0P0Z,N20 0QQ,0,
Friern Barnet Medical Centre,https://www.nhs.uk/services/gp-surgery/friern-barnet-medical-centre/E83045,N11 3BU,1,http://www.friernbarnetmedicalcentre.nhs.uk
Millway Medical Practice,https://www.nhs.uk/services/gp-surgery/millway-medical-practice/E83016,NW7 2HX,1,http://www.millwaymedical.com
The Village Practice,https://www.nhs.uk/services/gp-surgery/the-village-practice/F83664,N7 7JJ,1,https://thevillagepractice.org
Andover Medical Centre,https://www.nhs.uk/services/gp-surgery/andover-medical-centre/F83666,N7 7QZ,1,https://www.theandovermedicalcentre.co.uk
Attenborough Surgery,https://www.nhs.uk/services/gp-surgery/attenborough-surgery/E82124,WD23 2NN,1,http://www.attenboroughsurgery.co.uk
Manor View Practice,https://www.nhs.uk/services/gp-surgery/manor-view-practice/E82073,WD23 2NN,1,http://www.manorviewpractice.co.uk
The 157 Medical Practice,https://www.nhs.uk/services/gp-surgery/the-157-medical-practice/F85067,N4 3PZ,1,http://www.the157medicalpractice.nhs.uk/
Stroud Green Medical Centre,https://www.nhs.uk/services/gp-surgery/stroud-green-medical-centre/F83686,N4 3PZ,1,http://www.stroudgreenmedicalclinic.co.uk
The Heron Practice,https://www.nhs.uk/services/gp-surgery/the-heron-practice/F84119,N4 2NU,1,http://www.heronpractice.co.uk
The Cedar Practice,https://www.nhs.uk/services/gp-surgery/the-cedar-practice/F84036,N4 2NU,1,http://www.cedarpractice.co.uk
Sobell Medical Centre,https://www.nhs.uk/services/gp-surgery/sobell-medical-centre/F83680,N7 6NE,1,http://www.sobellmedicalcentre.nhs.uk
Hanley Primary Care Centre,https://www.nhs.uk/services/gp-surgery/hanley-primary-care-centre/Y01066,N4 3DU,1,https://www.hanleygp.co.uk/
The Allerton Road Surgery,https://www.nhs.uk/services/gp-surgery/the-allerton-road-surgery/F84716,N16 5UF,1,http://allertonroadmedicalcentre.com
Attenborough Surgery-Carpenders Park,https://www.nhs.uk/services/gp-surgery/attenborough-surgery-carpenders-park/E82124001,WD19 5EU,1,http://www.attenboroughsurgery.co.uk
South Oxhey Surgery,https://www.nhs.uk/services/gp-surgery/south-oxhey-surgery/E82655,WD19 7SF,0,
Manor View at South Oxhey,https://www.nhs.uk/services/gp-surgery/manor-view-at-south-oxhey/P0A4E,WD19 7SF,0,
High Street Surgery,https://www.nhs.uk/services/gp-surgery/high-street-surgery/F82023,RM11 3XT,1,http://www.highstreetsurgery.co.uk/
Dr VM Patel,https://www.nhs.uk/services/gp-surgery/dr-vm-patel/F82033,RM11 3SZ,1,http://www.drvpatelsurgery.nhs.uk
Upminster Bridge Surgery,https://www.nhs.uk/services/gp-surgery/upminster-bridge-surgery/F82624,RM12 6PL,1,http://www.upminsterbridgesurgery.nhs.uk/
The Paddock Surgery,https://www.nhs.uk/services/gp-surgery/the-paddock-surgery/B85038,WF12 0DH,1,http://www.thepaddocksurgery.co.uk
Mountain Road Surgery,https://www.nhs.uk/services/gp-surgery/mountain-road-surgery/B85646001,WF12 0BS,1,http://www.albionmountmedicalpractice.co.uk
Consulting Rooms,https://www.nhs.uk/services/gp-surgery/consulting-rooms/E82020,WD19 7RU,1,https://www.theconsultingroomssouthoxhey.co.uk
Hatch End Medical Centre,https://www.nhs.uk/services/gp-surgery/hatch-end-medical-centre/E84053,HA5 4RD,0,
Upminster Medical Centre,https://www.nhs.uk/services/gp-surgery/upminster-medical-centre/F82053,RM14 3DH,1,http://www.upminstermedicalcentre.co.uk
Cranham Health Centre,https://www.nhs.uk/services/gp-surgery/cranham-health-centre/F82674,RM14 1RG,0,
Cranham Village Surgery,https://www.nhs.uk/services/gp-surgery/cranham-village-surgery/F82006,RM14 1BJ,1,http://www.cranhamvillagesurgery.co.uk
Haiderian Medical Centre,https://www.nhs.uk/services/gp-surgery/haiderian-medical-centre/F82002,RM14 2YN,1,http://www.haiderian.co.uk
Haiderian Medical Centre- Dorkins Way branch,https://www.nhs.uk/services/gp-surgery/haiderian-medical-centre-dorkins-way-branch/F82002001,RM14 1XX,1,http://www.haiderian.co.uk
The Patel Practice,https://www.nhs.uk/services/gp-surgery/the-patel-practice/A81612,TS25 1AX,0,
Wellington Road Surgery,https://www.nhs.uk/services/gp-surgery/wellington-road-surgery/M92016001,WV14 6AQ,1,https://www.tudormedicalcentre.com
Bilston Urban Village Medical Centre,https://www.nhs.uk/services/gp-surgery/bilston-urban-village-medical-centre/Y02757,WV14 0EE,1,https://www.healthandbeyond.healthcare
Church Street Surgery,https://www.nhs.uk/services/gp-surgery/church-street-surgery/M92612006,WV14 0AX,1,https://www.healthandbeyond.healthcare
Caerleon Surgery,https://www.nhs.uk/services/gp-surgery/caerleon-surgery/M92612002,WV14 6AL,1,https://www.healthandbeyond.healthcare
Improving Health (IH) Medical,https://www.nhs.uk/services/gp-surgery/improving-health-ih-medical/M92015,WV14 6PW,1,https://www.ihmedical.co.uk
Bilston Family Practice,https://www.nhs.uk/services/gp-surgery/bilston-family-practice/M92627,WV14 6PW,1,http://www.bilstonfamilypractice.co.uk
Dr Mudigonda,https://www.nhs.uk/services/gp-surgery/dr-mudigonda/M92649,WV14 6PW,1,http://www.drmudigondaandpartners.nhs.uk
The Lodge Health Partnership,https://www.nhs.uk/services/gp-surgery/the-lodge-health-partnership/E82014003,AL3 7BL,1,https://www.lodgesurgery.co.uk
Moxley Medical Centre,https://www.nhs.uk/services/gp-surgery/moxley-medical-centre/M91624,WS10 8TF,1,http://www.moxleymedicalcentre.nhs.uk
MGS Medical Practice,https://www.nhs.uk/services/gp-surgery/mgs-medical-practice/M92654001,WV14 8BW,0,
GP at Hand Wimbeldon,https://www.nhs.uk/services/gp-surgery/gp-at-hand-wimbeldon/O5B4M,SW20 0LW,0,
Lambton Road Medical Practice,https://www.nhs.uk/services/gp-surgery/lambton-road-medical-practice/H85051,SW20 0LW,1,http://www.lambtonroadmedical.nhs.uk
Grand Drive Surgery,https://www.nhs.uk/services/gp-surgery/grand-drive-surgery/H85101,SW20 9EA,-1,https://www.grand-drive.gpsurgery.net
Wimbledon Village Surgery,https://www.nhs.uk/services/gp-surgery/wimbledon-village-surgery/H85027,SW19 5BY,0,
West Barnes Surgery,https://www.nhs.uk/services/gp-surgery/west-barnes-surgery/H85055,KT3 6JD,0,
Nelson Medical Practice,https://www.nhs.uk/services/gp-surgery/nelson-medical-practice/H85020,SW20 8DA,1,https://www.nelsonmedicalpractice.co.uk/
Ch Medical Practice,https://www.nhs.uk/services/gp-surgery/ch-medical-practice/P85011,OL9 8NH,1,https://www.ch-medical.co.uk
MD Family Practice,https://www.nhs.uk/services/gp-surgery/md-family-practice/P85018,OL9 7AY,1,http://www.dansonfamilypractice.co.uk
Kapur Family Care,https://www.nhs.uk/services/gp-surgery/kapur-family-care/P85615,OL9 7AY,1,"http://www.kapurfamilycare.nhs.uk/welcome,50494.htm"
FRANCIS GROVE SURGERY,https://www.nhs.uk/services/gp-surgery/francis-grove-surgery/H85026,SW19 4DL,1,http://www.francisgrovesurgery.co.uk
Stoneleigh Surgery,https://www.nhs.uk/services/gp-surgery/stoneleigh-surgery/H81613,KT17 2LZ,1,http://www.stoneleighsurgery.nhs.uk
Stoneleigh Medical Centre,https://www.nhs.uk/services/gp-surgery/stoneleigh-medical-centre/H81133004,KT17 2HU,1,http://www.integratedcarepartnership.co.uk
Werneth Medical Practice,https://www.nhs.uk/services/gp-surgery/werneth-medical-practice/P85612,OL9 7AY,1,http://www.wernethmedicalpractice.nhs.uk
Cheam GP Centre,https://www.nhs.uk/services/gp-surgery/cheam-gp-centre/H85063,SM3 8EP,0,
Southgate,https://www.nhs.uk/services/gp-surgery/southgate/F85032,N14 4PR,1,http://www.thesouthgatesurgerynorthlondon.nhs.uk
St Andrews Medical Practice.,https://www.nhs.uk/services/gp-surgery/st-andrews-medical-practice/E83024,N20 9EX,1,https://www.standrewsmedicalpractice.nhs.uk
Brunswick Park Medical Practice,https://www.nhs.uk/services/gp-surgery/brunswick-park-medical-practice/E83621,N11 1EY,1,http://www.brunswickparkmedicalpractice.nhs.uk
Oakleigh Road Health Centre,https://www.nhs.uk/services/gp-surgery/oakleigh-road-health-centre/E83003,N20 0DH,1,http://www.oakleighroadclinic.nhs.uk
James O'Riordan Medical Centre,https://www.nhs.uk/services/gp-surgery/james-o-riordan-medical-centre/H85618,SM3 9HE,1,https://www.james-oriordan-medical-centre.nhs.uk
Stonecot Surgery,https://www.nhs.uk/services/gp-surgery/stonecot-surgery/H85076,SM3 9EY,1,http://www.stonecotsurgery.co.uk
Sedlescombe House,https://www.nhs.uk/services/gp-surgery/sedlescombe-house/G81096,TN38 0TA,0,
Silver Springs Medical Practice,https://www.nhs.uk/services/gp-surgery/silver-springs-medical-practice/G81074001,TN37 6PP,0,
Hassengate Medical Centre,https://www.nhs.uk/services/gp-surgery/hassengate-medical-centre/F81153,SS17 0PH,1,http://www.hassengatemedicalcentre.co.uk/
Dell Medical Centre,https://www.nhs.uk/services/gp-surgery/dell-medical-centre/F81219001,SS17 0BZ,1,http://www.dellandstanford-le-hopemedicalcentres.nhs.uk/
Dr Deshpande AM Practice,https://www.nhs.uk/services/gp-surgery/dr-deshpande-am-practice/F81177,SS17 0BY,1,https://neeramedicalcentre.co.uk
Horndon-on-the-Hill Surgery,https://www.nhs.uk/services/gp-surgery/horndon-on-the-hill-surgery/F81198,SS17 8LB,1,http://www.thesurgeryhorndon-on-the-hill.co.uk/
The Station Practice,https://www.nhs.uk/services/gp-surgery/the-station-practice/G81658,TN34 1BA,1,http://www.thestationpractice.co.uk
Hastings Old Town Surgery - Warrior Square Site,https://www.nhs.uk/services/gp-surgery/hastings-old-town-surgery-warrior-square-site/G2J5Q,TN37 6BG,1,https://hastingsandrother.healthcare/
Clayhill Medical Practice,https://www.nhs.uk/services/gp-surgery/clayhill-medical-practice/F81006,SS16 4HD,1,http://www.clayhillmedicalpractice.nhs.uk
Long Riding Surgery,https://www.nhs.uk/services/gp-surgery/long-riding-surgery/F81186001,SS14 1QY,1,https://www.felmoresmedicalcentre.co.uk
Grovelands Medical Centre,https://www.nhs.uk/services/gp-surgery/grovelands-medical-centre/F85072,N13 4RJ,1,http://www.gpdoctor.co.uk/
The Gore Surgery,https://www.nhs.uk/services/gp-surgery/the-gore-surgery/M0W8S,SS14 2DD,0,
Dr Bolidai,https://www.nhs.uk/services/gp-surgery/dr-bolidai/G81085002,TN31 7RJ,0,
Camber Branch Surgery,https://www.nhs.uk/services/gp-surgery/camber-branch-surgery/G81051001,TN31 7RJ,0,
Gillan House Surgery,https://www.nhs.uk/services/gp-surgery/gillan-house-surgery/F85701,N13 4BS,1,http://www.gillanhousesurgery.co.uk
The North London Health Centre,https://www.nhs.uk/services/gp-surgery/the-north-london-health-centre/F85642,N13 4JJ,1,https://www.thenorthlondonhealthcentre.co.uk
Aegis Medical Centre,https://www.nhs.uk/services/gp-surgery/aegis-medical-centre/F81060,SS14 2ER,0,
Dr Aslam's Pratice,https://www.nhs.uk/services/gp-surgery/dr-aslam-s-pratice/F81031001,SS14 2RJ,1,http://www.murreemedicalcentre.nhs.uk
FRYERNS MEDICAL CENTRE,https://www.nhs.uk/services/gp-surgery/fryerns-medical-centre/F81707,SS14 3SS,1,http://www.fryernsmedicalcentre.nhs.uk
Orsett Surgery,https://www.nhs.uk/services/gp-surgery/orsett-surgery/F81137,RM16 3ET,1,http://www.orsettsurgery.com
Saffron Group Practice,https://www.nhs.uk/services/gp-surgery/saffron-group-practice/C82046,LE2 6UL,1,http://www.saffronhealth.co.uk
