gp,nhs_url
Tynemouth Medical Practice,https://www.nhs.uk/services/gp-surgery/tynemouth-medical-practice/F85013
Dowsett Road Surgery,https://www.nhs.uk/services/gp-surgery/dowsett-road-surgery/F85628
JS Medical Practice,https://www.nhs.uk/services/gp-surgery/js-medical-practice/F85705
Fernlea Surgery,https://www.nhs.uk/services/gp-surgery/fernlea-surgery/F85071
Lambeth Walk Group Practice,https://www.nhs.uk/services/gp-surgery/lambeth-walk-group-practice/G85054
Penrose Surgery,https://www.nhs.uk/services/gp-surgery/penrose-surgery/G85084
Hurley and Riverside Practices,https://www.nhs.uk/services/gp-surgery/hurley-and-riverside-practices/G85053
The Cedar Practice,https://www.nhs.uk/services/gp-surgery/the-cedar-practice/F84036
The Heron Practice,https://www.nhs.uk/services/gp-surgery/the-heron-practice/F84119
Bredbury Medical Centre,https://www.nhs.uk/services/gp-surgery/bredbury-medical-centre/P88044
Stockport Medical Group (Lowfield),https://www.nhs.uk/services/gp-surgery/stockport-medical-group-lowfield/P88632002
Asquith Surgery,https://www.nhs.uk/services/gp-surgery/asquith-surgery/C82614
Northfield Medical Centre,https://www.nhs.uk/services/gp-surgery/northfield-medical-centre/C82068
"Dr A Naeem & Partners,The New Surgery",https://www.nhs.uk/services/gp-surgery/dr-a-naeem-and-partners-the-new-surgery/F81085
Tile House Surgery,https://www.nhs.uk/services/gp-surgery/tile-house-surgery/F81038
Bruce Grove Primary Health Care Ctr,https://www.nhs.uk/services/gp-surgery/bruce-grove-primary-health-care-ctr/F85028
Charlton House Medical Centre,https://www.nhs.uk/services/gp-surgery/charlton-house-medical-centre/F85017
Vernon Park Surgery,https://www.nhs.uk/services/gp-surgery/vernon-park-surgery/P88615
The Surgery (Cranwich Road),https://www.nhs.uk/services/gp-surgery/the-surgery-cranwich-road/F84686
Harborough Road Surgery,https://www.nhs.uk/services/gp-surgery/harborough-road-surgery/C82048001
Stockport Medical Group,https://www.nhs.uk/services/gp-surgery/stockport-medical-group/P88632
The Reddish Family Practices,https://www.nhs.uk/services/gp-surgery/the-reddish-family-practices/P88005001
Heaton Norris Medical Practice,https://www.nhs.uk/services/gp-surgery/heaton-norris-medical-practice/P88011
South Wigston Health Ctr.,https://www.nhs.uk/services/gp-surgery/south-wigston-health-ctr/C82079
Tottenham Health Centre,https://www.nhs.uk/services/gp-surgery/tottenham-health-centre/F85615
Thurrock Health Centre,https://www.nhs.uk/services/gp-surgery/thurrock-health-centre/Y02807
MILTON ROAD SURGERY ,https://www.nhs.uk/services/gp-surgery/milton-road-surgery/F81641
Penrose Maddock Way Surgery,https://www.nhs.uk/services/gp-surgery/penrose-maddock-way-surgery/W2H7V
Ellesmere Medical Centre,https://www.nhs.uk/services/gp-surgery/ellesmere-medical-centre/P88013001
Wigston Central Surgery,https://www.nhs.uk/services/gp-surgery/wigston-central-surgery/C82071
Bushloe Surgery,https://www.nhs.uk/services/gp-surgery/bushloe-surgery/C82013
Lawrence House Surgery,https://www.nhs.uk/services/gp-surgery/lawrence-house-surgery/F85007
Angel Surgery,https://www.nhs.uk/services/gp-surgery/angel-surgery/Y00057
Harden Health Centre,https://www.nhs.uk/services/gp-surgery/harden-health-centre/M91036
Saddlers Health Centre,https://www.nhs.uk/services/gp-surgery/saddlers-health-centre/M91018
Castleview Surgery,https://www.nhs.uk/services/gp-surgery/castleview-surgery/F85028001
Dr Me Silver's Practice,https://www.nhs.uk/services/gp-surgery/dr-me-silver-s-practice/F85666
Medicus Health Partners - Alma Healthcare Centre,https://www.nhs.uk/services/gp-surgery/medicus-health-partners-alma-healthcare-centre/B6S7Y
Somerset Gardens Family Health Centre,https://www.nhs.uk/services/gp-surgery/somerset-gardens-family-health-centre/F85030
Broadwater Farm Medical Prcatice,https://www.nhs.uk/services/gp-surgery/broadwater-farm-medical-prcatice/F85007001
Birchills Health Centre,https://www.nhs.uk/services/gp-surgery/birchills-health-centre/M91629
Heaton Mersey Med.Pract.,https://www.nhs.uk/services/gp-surgery/heaton-mersey-med-pract/P88008
St Ann's Road Surgery,https://www.nhs.uk/services/gp-surgery/st-ann-s-road-surgery/Y02117
Rainbow Practice,https://www.nhs.uk/services/gp-surgery/rainbow-practice/F85039
Evergreen Primary Care Centre,https://www.nhs.uk/services/gp-surgery/evergreen-primary-care-centre/Y03402
Beechdale Centre,https://www.nhs.uk/services/gp-surgery/beechdale-centre/M91611
Morris House Group Practice,https://www.nhs.uk/services/gp-surgery/morris-house-group-practice/F85019
Nightingale House Surgery,https://www.nhs.uk/services/gp-surgery/nightingale-house-surgery/F85058
The Bounces Road Surgery,https://www.nhs.uk/services/gp-surgery/the-bounces-road-surgery/F85044
Berkley Practice,https://www.nhs.uk/services/gp-surgery/berkley-practice/M91028
Stroud Practice,https://www.nhs.uk/services/gp-surgery/stroud-practice/M91614
Medicus Health Partners,https://www.nhs.uk/services/gp-surgery/medicus-health-partners/F85002
Green Cedars Medical Centre,https://www.nhs.uk/services/gp-surgery/green-cedars-medical-centre/Y00612
Lockstown Practice (Fisher Street Branch),https://www.nhs.uk/services/gp-surgery/lockstown-practice-fisher-street-branch/M91021001
Latymer Road Surgery,https://www.nhs.uk/services/gp-surgery/latymer-road-surgery/F85663
Bridge House Medical Practice,https://www.nhs.uk/services/gp-surgery/cheadle-hulme-medical-group-bridge-house/P88007001
Rockleigh Court Surgery,https://www.nhs.uk/services/gp-surgery/rockleigh-court-surgery/F81102
East Enfield Medical Centre,https://www.nhs.uk/services/gp-surgery/east-enfield-medical-centre/F85634
Eagle House Surgery,https://www.nhs.uk/services/gp-surgery/eagle-house-surgery/F85004
Kingsway Medical Practice,https://www.nhs.uk/services/gp-surgery/kingsway-medical-practice/P84022
Central Uxbridge Surgery,https://www.nhs.uk/services/gp-surgery/central-uxbridge-surgery/E86015
Dr Vk Chatrath,https://www.nhs.uk/services/gp-surgery/dr-vk-chatrath/K82055001
The Iver Heath Health Centre,https://www.nhs.uk/services/gp-surgery/the-iver-heath-health-centre/K82006001
The Oakland Medical Centre,https://www.nhs.uk/services/gp-surgery/oaklands/N81039
Acorn Medical Centre,https://www.nhs.uk/services/gp-surgery/acorn-medical-practice/C84679
Brunel Medical Centre,https://www.nhs.uk/services/gp-surgery/brunel-medical-centre/E86030
West London Medical Centre,https://www.nhs.uk/services/gp-surgery/west-london-medical-centre/E86620
Roseland Parc Surgery,https://www.nhs.uk/services/gp-surgery/roseland-parc-surgery/L82045004
Tregony Surgery,https://www.nhs.uk/services/gp-surgery/tregony-surgery/L82048002
Narrowcliff Surgery,https://www.nhs.uk/services/gp-surgery/narrowcliff-surgery/L82029
Newquay Health Centre,https://www.nhs.uk/services/gp-surgery/newquay-health-centre/Y02517
The Ivers Practice,https://www.nhs.uk/services/gp-surgery/the-ivers-practice/K82006
Otterfield Medical Centre,https://www.nhs.uk/services/gp-surgery/otterfield-medical-centre/E86027
The High Street Practice,https://www.nhs.uk/services/gp-surgery/high-street-practice/C85024
Yiewsley Family Practice,https://www.nhs.uk/services/gp-surgery/yiewsley-family-practice/E86010
Cedar Brook Practice,https://www.nhs.uk/services/gp-surgery/cedar-brook-practice/E86029
Medicus Health Partners - Carlton House,https://www.nhs.uk/services/gp-surgery/medicus-health-partners-carlton-house/I1Z8L
Medicus Select Care Blmk Ccg,https://www.nhs.uk/services/gp-surgery/medicus-select-care-blmk-ccg/Y07040
White Lodge Medical Practice,https://www.nhs.uk/services/gp-surgery/white-lodge-medical-practice/F85025
THE PINE MEDICAL CENTRE,https://www.nhs.uk/services/gp-surgery/the-pine-medical-centre/E86016
Singh G,https://www.nhs.uk/services/gp-surgery/singh-g/E85121001
WEST END SURGERY,https://www.nhs.uk/services/gp-surgery/west-end-medical-centre/P89030
Yeading Medical Centre,https://www.nhs.uk/services/gp-surgery/yeading-medical-centre/E85021
Medicus Health Partners - Hertford Road,https://www.nhs.uk/services/gp-surgery/medicus-health-partners-hertford-road/O0H1S
Bincote Surgery,https://www.nhs.uk/services/gp-surgery/bincote-surgery/F85625
Yeading Court Surgery,https://www.nhs.uk/services/gp-surgery/yeading-court-surgery/E86020
The Warren Practice,https://www.nhs.uk/services/gp-surgery/the-warren-practice/E86019
Townfield Doctors Surgery,https://www.nhs.uk/services/gp-surgery/townfield-doctors-surgery/E86018
Cockfosters Medical Ctre,https://www.nhs.uk/services/gp-surgery/cockfosters-medical-ctre/F85016
Abernethy House Surgery,https://www.nhs.uk/services/gp-surgery/abernethy-house-surgery/F85029
Medicus Health Partners - Enfield Island,https://www.nhs.uk/services/gp-surgery/medicus-health-partners-enfield-island/XT5U8N
Willenhall Medical Centre,https://www.nhs.uk/services/gp-surgery/willenhall-medical-centre/M91033
Lockstown Practice,https://www.nhs.uk/services/gp-surgery/lockstown-practice/M91021
Lockfield Surgery,https://www.nhs.uk/services/gp-surgery/lockfield-surgery/M91013
Medicus Health Partners - Willow House,https://www.nhs.uk/services/gp-surgery/medicus-health-partners-willow-house/Z3D3X
Kincora Doctors Surgery,https://www.nhs.uk/services/gp-surgery/kincora-doctors-surgery/E86625
Islip Manor Medical Centre,https://www.nhs.uk/services/gp-surgery/islip-manor-medical-centre/E85098
Hesa Medical Centre - Y00352,https://www.nhs.uk/services/gp-surgery/hesa-medical-centre-y00352/Y00352
Shakespeare Health Centre,https://www.nhs.uk/services/gp-surgery/shakespeare-surgery/P92653
Mandeville Medical Centre,https://www.nhs.uk/services/gp-surgery/mandeville-medical-centre/E85108
East Barnet Health Centre,https://www.nhs.uk/services/gp-surgery/east-barnet-health-centre/E83613
The Town Surgery Ltd,https://www.nhs.uk/services/gp-surgery/the-town-surgery-ltd/F85678
THE KEYS FAMILY PRACTICE,https://www.nhs.uk/services/gp-surgery/the-keys-family-practice/Y02626
East Enfield Medical Practice (Brick Lane),https://www.nhs.uk/services/gp-surgery/east-enfield-medical-practice-brick-lane/B8T9I
Medicus Health Partners - Southbury Road,https://www.nhs.uk/services/gp-surgery/medicus-health-partners-southbury-road/D6Q8D
Highlands Practice,https://www.nhs.uk/services/gp-surgery/ht-practice/P89020
Hayes Medical Centre,https://www.nhs.uk/services/gp-surgery/hayes-medical-centre/E86017
GOODCARE PRACTICE,https://www.nhs.uk/services/gp-surgery/goodcare-practice/E85712
Broadmead Surgery,https://www.nhs.uk/services/gp-surgery/broadmead-surgery/E85715
Southgate,https://www.nhs.uk/services/gp-surgery/new-southgate-surgery/B87027
Medicus Health Partners - Lincoln Road,https://www.nhs.uk/services/gp-surgery/medicus-health-partners-lincoln-road/R3H6S
Somerset Medical Centre,https://www.nhs.uk/services/gp-surgery/somerset-medical-centre/E85623
ROUGH HAY SURGERY,https://www.nhs.uk/services/gp-surgery/rough-hay-surgery/M91640
Medicus Health Partners - Trinity Avenue,https://www.nhs.uk/services/gp-surgery/medicus-health-partners-trinity-avenue/X6I6K
Medicus Health Partners - Bush Hill Park,https://www.nhs.uk/services/gp-surgery/medicus-health-partners-bush-hill-park/D9T4W
St Andrews Medical Practice.,https://www.nhs.uk/services/gp-surgery/st-andrews-medical-centre/P87020
Brunswick Park Medical Practice,https://www.nhs.uk/services/gp-surgery/brunswick-park-medical-practice/E83621
Dr Ali Surgery,https://www.nhs.uk/services/gp-surgery/dr-ali-guttridge-medical-centre/P81685
Winchmore Hill Practice,https://www.nhs.uk/services/gp-surgery/winchmore-hill-practice/F85033
Modality Darlaston Practice,https://www.nhs.uk/services/gp-surgery/modality-darlaston-practice/M91660
Darlaston Health Centre,https://www.nhs.uk/services/gp-surgery/darlaston-health-centre/Y00278
Darlaston Family Practice,https://www.nhs.uk/services/gp-surgery/darlaston-family-practice/M91026
Grassendale Medical Centre,https://www.nhs.uk/services/gp-surgery/grassendale-medical-centre/N82009
Dr Mudigonda,https://www.nhs.uk/services/gp-surgery/dr-mudigonda/M92649
Bilston Family Practice,https://www.nhs.uk/services/gp-surgery/bilston-family-practice/M92627
Improving Health (IH) Medical,https://www.nhs.uk/services/gp-surgery/improving-health-ih-medical/M92015
Caerleon Surgery,https://www.nhs.uk/services/gp-surgery/caerleon-surgery/M92612002
Church Street Surgery,https://www.nhs.uk/services/gp-surgery/dr-s-hussain/B86642
Moxley Medical Centre,https://www.nhs.uk/services/gp-surgery/moxley-medical-centre/M91624
Oakeswell Health Centre,https://www.nhs.uk/services/gp-surgery/oakeswell-health-centre/M88007
Bilston Urban Village Medical Centre,https://www.nhs.uk/services/gp-surgery/bilston-urban-village-medical-centre/Y02757
The Spires Health Centre,https://www.nhs.uk/services/gp-surgery/the-spires-health-centre/M88643
Jubilee Health Centre,https://www.nhs.uk/services/gp-surgery/jubilee-medical-centre/N82083
Newport Health Centre,https://www.nhs.uk/services/gp-surgery/newport-health-centre/J84011
Stone Cross Medical Centre,https://www.nhs.uk/services/gp-surgery/stone-cross-medical-centre/M88008
Clifton Lane Medical Centre,https://www.nhs.uk/services/gp-surgery/clifton-lane-medical-centre/M88630
Shanklin Medical Centre,https://www.nhs.uk/services/gp-surgery/shanklin-medical-centre/J84013001
South Wight Medical Practice - Godshill Surgery,https://www.nhs.uk/services/gp-surgery/south-wight-medical-practice-godshill-surgery/J84016002
Oxgate Gardens Surgery,https://www.nhs.uk/services/gp-surgery/oxgate-gardens-surgery/E84076
Crest Medical Centre,https://www.nhs.uk/services/gp-surgery/crest-medical-centre/E84066002
Cricklewood Health Centre,https://www.nhs.uk/services/gp-surgery/cricklewood-health-centre/Y02986
Gladstone Medical Centre,https://www.nhs.uk/services/gp-surgery/gladstone-med-ctr/N85031
St. Georges Medical Centre,https://www.nhs.uk/services/gp-surgery/st-george-s-medical-centre/P84025
Neasden Medical Centre,https://www.nhs.uk/services/gp-surgery/neasden-medical-centre/E84665
CHICHELE ROAD SURGERY,https://www.nhs.uk/services/gp-surgery/chichele-road-surgery/E84674
Willesden Green Surgery,https://www.nhs.uk/services/gp-surgery/willesden-green-surgery/E84702
Walm Lane Surgery,https://www.nhs.uk/services/gp-surgery/walm-lane-surgery/E84086
The Willesden Medical Centre,https://www.nhs.uk/services/gp-surgery/the-willesden-medical-centre/E84021
CIVIC MEDICAL CENTRE,https://www.nhs.uk/services/gp-surgery/civic-medical-centre/N85006
Ventnor Medical Practice,https://www.nhs.uk/services/gp-surgery/ventnor-medical-practice/J84003
Pennine Drive Practice,https://www.nhs.uk/services/gp-surgery/pennine-drive-practice/E83025
MAPESBURY MEDICAL GROUP,https://www.nhs.uk/services/gp-surgery/mapesbury-medical-group/E84012
Staverton Surgery,https://www.nhs.uk/services/gp-surgery/staverton-surgery/E84080
Dr S.A Patel,https://www.nhs.uk/services/gp-surgery/dr-s-a-patel/E83035001
Burnley Practice,https://www.nhs.uk/services/gp-surgery/burnley-practice/Y00206
Roundwood Park Medical Centre,https://www.nhs.uk/services/gp-surgery/roundwood-park-medical-centre/E84656
Dr Azim & Partners,https://www.nhs.uk/services/gp-surgery/dr-azim-and-partners/Y03664
CHURCH END MEDICAL CENTRE ,https://www.nhs.uk/services/gp-surgery/church-end-medical-centre/E84013
Hendon Way Surgery,https://www.nhs.uk/services/gp-surgery/hendon-way-surgery/Y03663
South Wight Medical Practice - Niton Surgery,https://www.nhs.uk/services/gp-surgery/south-wight-medical-practice-niton-surgery/J84016001
South Wight Medical Practice,https://www.nhs.uk/services/gp-surgery/south-wight-medical-practice/J84016
Jai Medical Centre (Hendon),https://www.nhs.uk/services/gp-surgery/jai-medical-centre-hendon/E83038001
Brentfield Medical Centre,https://www.nhs.uk/services/gp-surgery/brentfield-medical-centre/E84031
The Hodford Road Practice,https://www.nhs.uk/services/gp-surgery/the-hodford-road-practice/E83649
Fortune Green Road Surgery,https://www.nhs.uk/services/gp-surgery/fortune-green-road-surgery/F83050
The Tudor House Medical Centre,https://www.nhs.uk/services/gp-surgery/the-tudor-house-medical-centre/E84684
The Practice at 188,https://www.nhs.uk/services/gp-surgery/the-practice-at-188/E83027
Ravenscroft Medical Centre,https://www.nhs.uk/services/gp-surgery/ravenscroft-medical-centre/E83039
Cholmley Gardens Surgery,https://www.nhs.uk/services/gp-surgery/cholmley-gardens-surgery/F83615
West Hampstead Medical Centre,https://www.nhs.uk/services/gp-surgery/west-hampstead-medical-centre/F83055
Forty Willows Surgery,https://www.nhs.uk/services/gp-surgery/forty-willows-surgery/E84002
Brondesbury Medical Centre,https://www.nhs.uk/services/gp-surgery/brondesbury-medical-centre/F83059
Adler Js-The Surgery,https://www.nhs.uk/services/gp-surgery/adler-js-the-surgery/E83600
Chamberlayne Road Surgery,https://www.nhs.uk/services/gp-surgery/chamberlayne-road-surgery/E84066003
Greenhill Park Medical Centre,https://www.nhs.uk/services/gp-surgery/greenhill-park-medical-centre/E84665001
The Phoenix Practice,https://www.nhs.uk/services/gp-surgery/the-phoenix-practice/E83653
The Law Medical Group Practice,https://www.nhs.uk/services/gp-surgery/the-law-medical-group-practice/E84006001
The Stonebridge Practice,https://www.nhs.uk/services/gp-surgery/the-stonebridge-practice/E84028
Hilltop Medical Practice,https://www.nhs.uk/services/gp-surgery/hill-top-surgery/Y02753
FREUCHEN MEDICAL CENTRE ,https://www.nhs.uk/services/gp-surgery/freuchen-medical-centre/E84074
Chalkhill Family Practice,https://www.nhs.uk/services/gp-surgery/chalkhill-family-practice/E84033
Ellis Practice,https://www.nhs.uk/services/gp-surgery/ellis-practice/E84032
PHGH Doctors,https://www.nhs.uk/services/gp-surgery/phgh-doctors/E83009
Temple Fortune Medical Group,https://www.nhs.uk/services/gp-surgery/temple-fortune-medical-group/E83622
The Lonsdale Medical Centre,https://www.nhs.uk/services/gp-surgery/the-lonsdale-medical-centre/E84025
GP Pathfinder Clinics,https://www.nhs.uk/services/gp-surgery/gp-pathfinder-clinics/E84066
Kilburn Park Medical Centre,https://www.nhs.uk/services/gp-surgery/kilburn-park-medical-centre/E84042
Shirland Medical,https://www.nhs.uk/services/gp-surgery/shirland-medical/E87021
Belsize Priory Medical Practice (Group),https://www.nhs.uk/services/gp-surgery/belsize-priory-medical-practice-group/F83658
Wembley Park Drive Medical Centre,https://www.nhs.uk/services/gp-surgery/wembley-park-drive-medical-centre/E84709
Half Penny Steps Health Centre,https://www.nhs.uk/services/gp-surgery/half-penny-steps-health-centre/Y02842
Srikrishnamurthy Harrow Road Surgery,https://www.nhs.uk/services/gp-surgery/srikrishnamurthy-harrow-road-surgery/E87751
Daleham Gardens Health Centre,https://www.nhs.uk/services/gp-surgery/daleham-gardens-health-centre/F83633
Keats Group Practice,https://www.nhs.uk/services/gp-surgery/keats-group-practice/F83623
Park Royal Medical Practice,https://www.nhs.uk/services/gp-surgery/park-royal-medical-practice/E84645
PRESTON ROAD SURGERY,https://www.nhs.uk/services/gp-surgery/preston-road-surgery/E84620
PRESTON MEDICAL CENTRE,https://www.nhs.uk/services/gp-surgery/preston-medical-centre/E84678
The Exmoor Surgery,https://www.nhs.uk/services/gp-surgery/the-exmoor-surgery/E87733
Barlby Surgery,https://www.nhs.uk/services/gp-surgery/barlby-surgery/Y01011
Heathfielde Medical Centre,https://www.nhs.uk/services/gp-surgery/heathfielde-medical-centre/E83008
The Golborne Medical Centre,https://www.nhs.uk/services/gp-surgery/the-golborne-medical-centre/E87024
Swiss Cottage Surgery,https://www.nhs.uk/services/gp-surgery/swiss-cottage-surgery/F83665
The Mountfield Surgery,https://www.nhs.uk/services/gp-surgery/the-mountfield-surgery/E83638
Park End Surgery,https://www.nhs.uk/services/gp-surgery/park-end-surgery/F83003
Elgin Clinic,https://www.nhs.uk/services/gp-surgery/elgin-clinic/E87038
Third Floor Lanark Road Medical Centre,https://www.nhs.uk/services/gp-surgery/third-floor-lanark-road-medical-centre/E87663
Ground Floor Lanark Medical Centre,https://www.nhs.uk/services/gp-surgery/ground-floor-lanark-medical-centre/E87756
The Randolph Surgery,https://www.nhs.uk/services/gp-surgery/the-randolph-surgery/E87046
Maida Vale Medical Centre,https://www.nhs.uk/services/gp-surgery/maida-vale-medical-centre/E87010
St. Quintin Health Centre,https://www.nhs.uk/services/gp-surgery/st-quintin-health-centre/Y00507
North Kensington Medical Centre,https://www.nhs.uk/services/gp-surgery/north-kensington-medical-centre/E87003
Meanwhile Garden Medical Centre,https://www.nhs.uk/services/gp-surgery/meanwhile-garden-medical-centre/E87026
Hampstead Group Practice,https://www.nhs.uk/services/gp-surgery/hampstead-group-practice/F83017
Alperton Medical Centre,https://www.nhs.uk/services/gp-surgery/alperton-medical-centre/E84638
Lancelot Medical Centre,https://www.nhs.uk/services/gp-surgery/lancelot-medical-centre/E84063
Woodfield Road Medical Centre,https://www.nhs.uk/services/gp-surgery/woodfield-road-medical-centre/E87741
Hammersmith & Fulham Centres For Health,https://www.nhs.uk/services/gp-surgery/hammersmith-and-fulham-centres-for-health/Y02589
Stanley Corner Medical Centre,https://www.nhs.uk/services/gp-surgery/stanley-corner-medical-centre/E84051
St Johns Wood Medical Practice,https://www.nhs.uk/services/gp-surgery/st-johns-wood-medical-practice/E87609
Supreme Medical Centre,https://www.nhs.uk/services/gp-surgery/supreme-medical-centre/E83026
Cloister Road Surgery,https://www.nhs.uk/services/gp-surgery/cloister-road-surgery/E85680
The Eagle Eye Surgery,https://www.nhs.uk/services/gp-surgery/the-eagle-eye-surgery/E84066001
Lichfield Grove Surgery,https://www.nhs.uk/services/gp-surgery/lichfield-grove-surgery/E83005
Rosemary Surgery,https://www.nhs.uk/services/gp-surgery/rosemary-surgery/E83639
Wellington Health Centre,https://www.nhs.uk/services/gp-surgery/wellington-health-centre/E87754
The Westbourne Green Surgery,https://www.nhs.uk/services/gp-surgery/the-westbourne-green-surgery/Y00902
Langstone Way Surgery,https://www.nhs.uk/services/gp-surgery/langstone-way-surgery/E83049
Colville Health Centre,https://www.nhs.uk/services/gp-surgery/colville-health-centre/E87067
Grand Union Health Centre,https://www.nhs.uk/services/gp-surgery/grand-union-health-centre/E87637
"The Surgery, Dr Dasgupta & Partners",https://www.nhs.uk/services/gp-surgery/the-surgery-dr-dasgupta-and-partners/E85005
Sudbury & Alperton Medical Centre,https://www.nhs.uk/services/gp-surgery/sudbury-and-alperton-medical-centre/E84017
Portobello Medical Centre,https://www.nhs.uk/services/gp-surgery/portobello-medical-centre/Y00200
The Notting Hill Medical Centre,https://www.nhs.uk/services/gp-surgery/the-notting-hill-medical-centre/E87065
The Sunflower Medical Centre,https://www.nhs.uk/services/gp-surgery/the-sunflower-medical-centre/E84626
Sms Medical Practice,https://www.nhs.uk/services/gp-surgery/sms-medical-practice/Y01090
The Wembley Practice,https://www.nhs.uk/services/gp-surgery/the-wembley-practice/Y02692
Pearl Medical Practice,https://www.nhs.uk/services/gp-surgery/pearl-medical-practice/E84701
Oakleigh Road Health Centre,https://www.nhs.uk/services/gp-surgery/oakleigh-road-health-centre/E83003
Derwent Branch of Wentworth Medical Practice,https://www.nhs.uk/services/gp-surgery/derwent-branch-of-wentworth-medical-practice/J0P0Z
Friern Barnet Medical Centre,https://www.nhs.uk/services/gp-surgery/friern-barnet-medical-centre/E83045
Greenbrook Bedfont,https://www.nhs.uk/services/gp-surgery/greenbrook-bedfont/E85697
Grove Village Medical Centre,https://www.nhs.uk/services/gp-surgery/grove-village-medical-centre/E85699
HATTON MEDICAL PRACTICE,https://www.nhs.uk/services/gp-surgery/hatton-medical-practice/E85718
Pentelow Practice,https://www.nhs.uk/services/gp-surgery/pentelow-practice/E85115
St Davids Practice  ,https://www.nhs.uk/services/gp-surgery/st-davids-practice/E85056
The Practice Feltham,https://www.nhs.uk/services/gp-surgery/the-practice-feltham/Y02672
Queens Park Medical Practice,https://www.nhs.uk/services/gp-surgery/queens-park-medical-practice/E85734/how-to-register
Clifford House Medical Centre,https://www.nhs.uk/services/gp-surgery/clifford-house-medical-centre/E85071
Gill Medical Practice,https://www.nhs.uk/services/gp-surgery/the-gill-medical-practice/P87028
Carlton Surgery,https://www.nhs.uk/services/gp-surgery/carlton-gardens-surgery/B86019003
Church Road Medical Practice,https://www.nhs.uk/services/gp-surgery/church-road-medical-practice/N85633
Kings Lane Medical Practice,https://www.nhs.uk/services/gp-surgery/kings-lane-medical-practice/N85054
Teehey Lane Surgery,https://www.nhs.uk/services/gp-surgery/teehey-lane-surgery/N85057
Heswall & Pensby Group Practice,https://www.nhs.uk/services/gp-surgery/heswall-and-pensby-group-practice/N85007
WEST WIRRAL GROUP PRACTICE,https://www.nhs.uk/services/gp-surgery/west-wirral-group-practice/N85008
Upper Tooting Road Medical Centre,https://www.nhs.uk/services/gp-surgery/upper-tooting-road-medical-centre/Y02423003
Dr Freeman & Partners (Upper Tooting),https://www.nhs.uk/services/gp-surgery/dr-freeman-and-partners-upper-tooting/H85051002
Dr Choudhury,https://www.nhs.uk/services/gp-surgery/the-chowdhury-practice/P85003
Earlsfield Surgery,https://www.nhs.uk/services/gp-surgery/earlsfield-surgery/H85041
Southfields Group Practice,https://www.nhs.uk/services/gp-surgery/southfields-group-practice/H85007
ELBOROUGH STREET SURGERY,https://www.nhs.uk/services/gp-surgery/elborough-street-surgery/H85057
Dr. McCarthy,https://www.nhs.uk/services/gp-surgery/dr-mccarthy/K81024001
Staines Medical Centre,https://www.nhs.uk/services/gp-surgery/staines-medical-centre/H81122002
Staines Health Group,https://www.nhs.uk/services/gp-surgery/staines-health-group/H81134
KNOWLE GREEN MEDICAL,https://www.nhs.uk/services/gp-surgery/knowle-green-medical/H81002
St David's Family Practice,https://www.nhs.uk/services/gp-surgery/st-david-s-family-practice/H81087
STANWELL ROAD SURGERY,https://www.nhs.uk/services/gp-surgery/stanwell-road-surgery/H81104
Studholme Medical Centre,https://www.nhs.uk/services/gp-surgery/studholme-medical-centre/H81009
Fordbridge Medical Centre,https://www.nhs.uk/services/gp-surgery/fordbridge-medical-centre/H81057
Cornwall House Surgery,https://www.nhs.uk/services/gp-surgery/cornwall-house-surgery/E83013
Wentworth Medical Practice.,https://www.nhs.uk/services/gp-surgery/wentworth-medical-practice/E83035
Torrington Park Group Practice,https://www.nhs.uk/services/gp-surgery/torrington-park-group-practice/E83021
The Speedwell Practice,https://www.nhs.uk/services/gp-surgery/the-speedwell-practice/E83010
Homeless Action in Barnet,https://www.nhs.uk/services/gp-surgery/homeless-action-in-barnet/E83666
Little Park Surgery,https://www.nhs.uk/services/gp-surgery/little-park-surgery/E85736
Squires Lane Medical Practice,https://www.nhs.uk/services/gp-surgery/squires-lane-medical-practice/E83007
Sudbury Surgery,https://www.nhs.uk/services/gp-surgery/sudbury-surgery/E84685
East Finchley Medical Centre,https://www.nhs.uk/services/gp-surgery/east-finchley-medical-centre/E83050
Premier Medical Centre,https://www.nhs.uk/services/gp-surgery/premier-health-team/P92621
Colney Hatch Lane Surgery,https://www.nhs.uk/services/gp-surgery/colney-hatch-lane-surgery/E83034
The Allendale Road Surgery,https://www.nhs.uk/services/gp-surgery/the-allendale-road-surgery/E84059
Queens Avenue Practice,https://www.nhs.uk/services/gp-surgery/queens-avenue-practice/M4V7Y
Rutland House Surgery,https://www.nhs.uk/services/gp-surgery/rutland-house-surgery/F85688
Highgate Group Practice,https://www.nhs.uk/services/gp-surgery/highgate-group-practice/F85014
The Muswell Hill Practice,https://www.nhs.uk/services/gp-surgery/the-muswell-hill-practice/F85063
The Alexandra Surgery,https://www.nhs.uk/services/gp-surgery/the-alexandra-practice/P84650
Elmtrees Surgery,https://www.nhs.uk/services/gp-surgery/elmtrees-surgery/E85112
Arnos Grove Medical Centr,https://www.nhs.uk/services/gp-surgery/arnos-grove-medical-centr/F85700
Hillview Surgery,https://www.nhs.uk/services/gp-surgery/hillview-surgery/E85054
Bounds Green Group Practice,https://www.nhs.uk/services/gp-surgery/bounds-green-group-practice/F85066
Natal Rd Surgery,https://www.nhs.uk/services/gp-surgery/natal-rd-surgery/F85072001
