gp,nhs_url,url
Greenbank Drive Surgery,https://www.nhs.uk/services/gp-surgery/greenbank-drive-surgery/N82059,http://www.greenbankdrivesurgery.nhs.uk/
GP at Hand - Cabot Place,https://www.nhs.uk/services/gp-surgery/gp-at-hand-cabot-place/E3M7U,notfound
The Wick Health Centre,https://www.nhs.uk/services/gp-surgery/the-wick-health-centre/F84620,http://www.thewickhealthcentre.co.uk
ISLAND HEALTH,https://www.nhs.uk/services/gp-surgery/island-health/F84710,http://www.islandhealth.nhs.uk/
Dr Shantir Practice,https://www.nhs.uk/services/gp-surgery/dr-shantir-practice/F86626,http://www.drshantirpractice.co.uk
Forest Practice (Station Road),https://www.nhs.uk/services/gp-surgery/forest-practice-station-road/F81152001,https://www.forestpractice.co.uk
St James Medical Practice Limited,https://www.nhs.uk/services/gp-surgery/st-james-medical-practice-limited/F86058,http://www.thestjamespractice.co.uk/
Peartree Surgery & West Horndon Surgery,https://www.nhs.uk/services/gp-surgery/peartree-surgery-and-west-horndon-surgery/F81134,http://www.peartreesurgery.co.uk
Countesthorpe Health Centre,https://www.nhs.uk/services/gp-surgery/countesthorpe-health-centre/C82002,http://www.countesthorpehealthcentre.co.uk
The Limehouse Practice,https://www.nhs.uk/services/gp-surgery/the-limehouse-practice/F84054,http://www.limehousepractice.co.uk/
Sunderland GP Alliance South Hylton Surg,https://www.nhs.uk/services/gp-surgery/sunderland-gp-alliance-south-hylton-surg/A89614,https://www.alliancemedicalgroupsunderland.nhs.uk/
The Penrhyn Surgery,https://www.nhs.uk/services/gp-surgery/the-penrhyn-surgery/F86005,http://penrhynsurgery.co.uk
The Greenhouse Walk-in,https://www.nhs.uk/services/gp-surgery/the-greenhouse-walk-in/F84632,notfound
Goodman's Field Health Centre,https://www.nhs.uk/services/gp-surgery/goodman-s-field-health-centre/F84039,https://eastlondongp.co.uk/
Whitechapel Health Centre Branch,https://www.nhs.uk/services/gp-surgery/whitechapel-health-centre-branch/F84039001,notfound
WELL STREET SURGERY,https://www.nhs.uk/services/gp-surgery/well-street-surgery/F84069,http://www.wellstreetsurgery.co.uk
XX Place Health Centre,https://www.nhs.uk/services/gp-surgery/xx-place-health-centre/F84122,https://www.bbbc.org.uk/health-centres/
Queensbridge Group Practice,https://www.nhs.uk/services/gp-surgery/queensbridge-group-practice/F84117,http://www.queensbridgegroup.co.uk/
City Square Medical Group,https://www.nhs.uk/services/gp-surgery/city-square-medical-group/F84114,https://citysquaremedicalgroup.nhs.uk/
Oak Vale Medical Centre,https://www.nhs.uk/services/gp-surgery/oak-vale-medical-centre/N82041,http://oakvalemedicalcentre.co.uk
Greenbank Road Surgery,https://www.nhs.uk/services/gp-surgery/greenbank-road-surgery/N82079,https://www.greenbankroadsurgery.nhs.uk/
UPTON GROUP PRACTICE,https://www.nhs.uk/services/gp-surgery/upton-group-practice/N85013,notfound
Penny Lane Surgery,https://www.nhs.uk/services/gp-surgery/penny-lane-surgery/N82026,http://www.pennylanesurgery.nhs.uk
Langley Health Centre,https://www.nhs.uk/services/gp-surgery/langley-health-centre/K81024,http://langleyhealthcentre.co.uk
Threeways Surgery,https://www.nhs.uk/services/gp-surgery/threeways-surgery/K82031,http://www.threewayssurgery.co.uk
The Firs,https://www.nhs.uk/services/gp-surgery/the-firs/F86001,https://www.thefirs.org.uk
The Old Church Surgery,https://www.nhs.uk/services/gp-surgery/the-old-church-surgery/F86616,http://www.oldchurchsurgery.org.uk
The Loughton Surgery,https://www.nhs.uk/services/gp-surgery/the-loughton-surgery/F81136,http://www.loughtonsurgery.co.uk
Traps Hill Surgery,https://www.nhs.uk/services/gp-surgery/traps-hill-surgery/F81136001,notfound
The Lea Surgery,https://www.nhs.uk/services/gp-surgery/the-lea-surgery/F84105,https://www.leasurgery.co.uk
Queen Mary University of London Student Health Service,https://www.nhs.uk/services/gp-surgery/queen-mary-university-of-london-student-health-service/F84123001,https://www.studenthealth.qmul.ac.uk/
Richmond Road Medical Centre,https://www.nhs.uk/services/gp-surgery/richmond-road-medical-centre/F84035,http://www.richmondroadmedicalcentre.nhs.uk/
The Jubilee Street Practice Ltd,https://www.nhs.uk/services/gp-surgery/the-jubilee-street-practice-ltd/F84031,http://www.jubileestreetpractice.nhs.uk
Cable Street,https://www.nhs.uk/services/gp-surgery/cable-street/T5S9Y,notfound
ELSDALE STREET SURGERY,https://www.nhs.uk/services/gp-surgery/elsdale-street-surgery/F84601,https://www.elsdalestreetsurgery.nhs.uk
RUTHERFORD MEDICAL CENTRE,https://www.nhs.uk/services/gp-surgery/rutherford-medical-centre/N82108,http://rutherfordmedicalcentre.nhs.uk
Townfield Health Centre,https://www.nhs.uk/services/gp-surgery/townfield-health-centre/N85014,failed
HARFORD HEALTH CENTRE,https://www.nhs.uk/services/gp-surgery/harford-health-centre/F84087,https://www.harfordhealthcentre.nhs.uk
Gladstone Med Ctr,https://www.nhs.uk/services/gp-surgery/gladstone-med-ctr/N85031,http://www.gladstonemed.co.uk
Heatherlands Med Ctr,https://www.nhs.uk/services/gp-surgery/heatherlands-med-ctr/N85037,https://www.heatherlands.net
Hoylake & Meols Medical Ctr,https://www.nhs.uk/services/gp-surgery/hoylake-and-meols-medical-ctr/N85059,https://www.hoylakeandmeolsmedicalcentre.co.uk/
The Valley Medical Centre,https://www.nhs.uk/services/gp-surgery/the-valley-medical-centre/N82092,http://www.valleymedicalcentre.co.uk
Edge Hill Health @ Mossley Hill Surgery,https://www.nhs.uk/services/gp-surgery/edge-hill-health-@-mossley-hill-surgery/N82107,http://www.edgehillhealth.nhs.uk
Woodchurch Medical Centre,https://www.nhs.uk/services/gp-surgery/woodchurch-medical-centre/N85643001,https://www.prentonmc.co.uk/
Hazelmere Medical Centre,https://www.nhs.uk/services/gp-surgery/hazelmere-medical-centre/C82098,http://hazelmeremc.co.uk/
The Barkantine Practice,https://www.nhs.uk/services/gp-surgery/the-barkantine-practice/F84747,http://www.barkantine.nhs.uk
Loughton Health Centre,https://www.nhs.uk/services/gp-surgery/loughton-health-centre/F81048,https://www.loughtonhealthcentre.co.uk
Larkshall Medical Centre,https://www.nhs.uk/services/gp-surgery/larkshall-medical-centre/F86664,http://www.larkshallmedicalcentre.com/
Red House Medical Centre,https://www.nhs.uk/services/gp-surgery/red-house-medical-centre/A89008,notfound
Marsden Rd. Health Centre,https://www.nhs.uk/services/gp-surgery/marsden-rd-health-centre/A88003,https://marsdenhc.nhs.uk/
Pallion Family Practice,https://www.nhs.uk/services/gp-surgery/pallion-family-practice/A89007,http://www.pallionfamilypractice.nhs.uk
Hylton Medical Group,https://www.nhs.uk/services/gp-surgery/hylton-medical-group/A89031,http://hyltonmedicalgroup.nhs.uk/
Pallion Primary Care Services,https://www.nhs.uk/services/gp-surgery/pallion-primary-care-services/Y01262,notfound
Forge Medical Practice,https://www.nhs.uk/services/gp-surgery/forge-medical-practice/A89020,http://www.theoldforgesurgery.nhs.uk/
St. Katherine's Dock Practice,https://www.nhs.uk/services/gp-surgery/st-katherine-s-dock-practice/F84731,http://www.stkatharinedocks.nhs.uk/
The Dalston Practice,https://www.nhs.uk/services/gp-surgery/the-dalston-practice/F84063,notfound
The Wapping Group Practice,https://www.nhs.uk/services/gp-surgery/the-wapping-group-practice/F84079,http://www.wappinggrouppractice.nhs.uk
LATIMER HEALTH CENTRE,https://www.nhs.uk/services/gp-surgery/latimer-health-centre/F84719,http://www.latimerhealthcentre.nhs.uk
Holmlands Med Ctr,https://www.nhs.uk/services/gp-surgery/holmlands-med-ctr/N85022,https://www.holmlandsmcwirral.nhs.uk
Prenton Medical Centre_Murugesh V,https://www.nhs.uk/services/gp-surgery/prenton-medical-centre_murugesh-v/N85643,https://www.prentonmc.co.uk
Claremont Medical Centre,https://www.nhs.uk/services/gp-surgery/claremont-medical-centre/H84619,http://www.claremontmedicalcentre.co.uk
The Microfaculty,https://www.nhs.uk/services/gp-surgery/the-microfaculty/F86638,https://www.microfaculty.co.uk
Bridge View Medical Group,https://www.nhs.uk/services/gp-surgery/bridge-view-medical-group/A89019,https://www.bridgeviewmedicalgroup.nhs.uk
Chingway Medical Practice,https://www.nhs.uk/services/gp-surgery/chingway-medical-practice/F86627001,http://www.churchillmedical.nhs.uk/
Springwell Medical Group,https://www.nhs.uk/services/gp-surgery/springwell-medical-group/A89027,https://www.springwellmedicalgroup.nhs.uk/
The Broadway Medical Practice,https://www.nhs.uk/services/gp-surgery/the-broadway-medical-practice/A89024,http://www.broadwaymedicalpractice.nhs.uk/
Wearside Medical Practice - Pallion,https://www.nhs.uk/services/gp-surgery/wearside-medical-practice-pallion/A89006,https://www.wearsidemedicalpractice.co.uk
Happy House Surgery,https://www.nhs.uk/services/gp-surgery/happy-house-surgery/A89041,http://www.happyhousesurgery.nhs.uk
Springwell House,https://www.nhs.uk/services/gp-surgery/springwell-house/A89617001,failed
LOWER CLAPTON GROUP PRACTICE,https://www.nhs.uk/services/gp-surgery/lower-clapton-group-practice/F84003,https://www.lowerclapton.nhs.uk/
The Surgery (Barretts Grove),https://www.nhs.uk/services/gp-surgery/the-surgery-barretts-grove/F84636,http://www.barrettsgrovesurgery.co.uk/
The New Mill Street Surgery,https://www.nhs.uk/services/gp-surgery/the-new-mill-street-surgery/G85705,http://www.newmillstreet.com
Commonfield Rd Surgery,https://www.nhs.uk/services/gp-surgery/commonfield-rd-surgery/N85009,https://www.commonfieldroadsurgerywirral.nhs.uk/
Greasby Group Practice,https://www.nhs.uk/services/gp-surgery/greasby-group-practice/N85032,http://www.greasbygrouppractice.nhs.uk/
Villa Med Ctr,https://www.nhs.uk/services/gp-surgery/villa-med-ctr/N85018,http://www.villamedicalcentrewirral.nhs.uk
Sunlight Group Practice,https://www.nhs.uk/services/gp-surgery/sunlight-group-practice/N85051,https://sunlightgrouppractice.nhs.uk/
STORRSDALE MEDICAL CENTRE,https://www.nhs.uk/services/gp-surgery/storrsdale-medical-centre/N82039,http://www.storrsdalemedicalcentre.nhs.uk
Merridale Medical Centre (Rp Tew),https://www.nhs.uk/services/gp-surgery/merridale-medical-centre-rp-tew/C82073,http://www.merridalemedicalcentre.co.uk
Hatherton Medical Centre,https://www.nhs.uk/services/gp-surgery/hatherton-medical-centre/M91015,https://www.umbrellamedical.co.uk/hatherton-medicalcentre/
Yew Tree Surgery - Great Bridge Partnerships For Health,https://www.nhs.uk/services/gp-surgery/yew-tree-surgery-great-bridge-partnerships-for-health/M88616002,notfound
Sinnott Medical Centre,https://www.nhs.uk/services/gp-surgery/sinnott-medical-centre/Y01839,failed
THE CLAPTON SURGERY,https://www.nhs.uk/services/gp-surgery/the-clapton-surgery/F84668,https://www.theclaptonsurgery.co.uk
Athena Medical Centre,https://www.nhs.uk/services/gp-surgery/athena-medical-centre/F84060,http://www.athenamedicalcentre.co.uk
Chester Surgery,https://www.nhs.uk/services/gp-surgery/chester-surgery/A89623,failed
"Fulwell Medical Centre,",https://www.nhs.uk/services/gp-surgery/fulwell-medical-centre/A89015,http://www.fulwellmedicalcentre.nhs.uk
Millfield Medical Group,https://www.nhs.uk/services/gp-surgery/millfield-medical-group/A89017,http://www.millfieldmedicalcentre.nhs.uk
SOMERFORD GROVE PRACTICE,https://www.nhs.uk/services/gp-surgery/somerford-grove-practice/F84033,http://www.somerfordgrovepractice.co.uk
Fulwood Green Medical Ctr,https://www.nhs.uk/services/gp-surgery/fulwood-green-medical-ctr/N82062,notfound
Belle Vale Health Centre,https://www.nhs.uk/services/gp-surgery/belle-vale-health-centre/N82094,https://www.bellevalehealthcentre.nhs.uk
GATEACRE MEDICAL CENTRE,https://www.nhs.uk/services/gp-surgery/gateacre-medical-centre/N82050,https://www.gateacremedicalcentre.nhs.uk/
Walnut St Med Ctr,https://www.nhs.uk/services/gp-surgery/walnut-st-med-ctr/C82662,http://www.walnutmedicalcentre.co.uk/
Churchill Medical Centre,https://www.nhs.uk/services/gp-surgery/churchill-medical-centre/H84027,http://www.churchillmedicalcentre.com
Surrey Docks Health Centre (Nexus Health Group),https://www.nhs.uk/services/gp-surgery/surrey-docks-health-centre-nexus-health-group/G85034007,https://nexushealthgroup.nhs.uk/
Chingford Medical Practice,https://www.nhs.uk/services/gp-surgery/chingford-medical-practice/Y01291,http://www.chingfordmedicalpractice.nhs.uk
Monkwearmouth Health Centre,https://www.nhs.uk/services/gp-surgery/monkwearmouth-health-centre/A89040,http://www.monkwearmouthhc.nhs.uk
Whitburn Surgery,https://www.nhs.uk/services/gp-surgery/whitburn-surgery/A88023,http://www.whitburnsurgery.nhs.uk
St Bede Medical Centre,https://www.nhs.uk/services/gp-surgery/st-bede-medical-centre/A89016,http://www.stbedegpsunderland.co.uk
Joshi Na,https://www.nhs.uk/services/gp-surgery/joshi-na/A89011,http://www.villagesurgerysilksworth.nhs.uk
Bermondsey Spa Medical Centre,https://www.nhs.uk/services/gp-surgery/bermondsey-spa-medical-centre/G85623,http://www.b-spa.co.uk
New Silksworth Medical Practice,https://www.nhs.uk/services/gp-surgery/new-silksworth-medical-practice/A89032,https://www.newsilksworthsgpa.co.uk/
Qhs GP Care Home Service,https://www.nhs.uk/services/gp-surgery/qhs-gp-care-home-service/Y06113,notfound
The New City Medical Group,https://www.nhs.uk/services/gp-surgery/the-new-city-medical-group/A89013,notfound
Ashburn Medical Centre,https://www.nhs.uk/services/gp-surgery/ashburn-medical-centre/A89018,http://www.ashburnmedicalcentre.nhs.uk
Riverview Surgery,https://www.nhs.uk/services/gp-surgery/riverview-surgery/A89002,http://www.drbhateanddrhussien.nhs.uk/#
Deerness Park Medical Group,https://www.nhs.uk/services/gp-surgery/deerness-park-medical-group/A89001,http://www.deernesspark.co.uk
Villette Surgery,https://www.nhs.uk/services/gp-surgery/villette-surgery/A89005,http://www.villettesurgery.nhs.uk
Decima Street Surgery (Nexus Health Group),https://www.nhs.uk/services/gp-surgery/decima-street-surgery-nexus-health-group/G85034004,https://nexushealthgroup.nhs.uk/
Healy Medical Centre,https://www.nhs.uk/services/gp-surgery/healy-medical-centre/F84720,http://www.healymedicalcentre.co.uk/
Southlands Medical Group,https://www.nhs.uk/services/gp-surgery/southlands-medical-group/A89035,https://www.southlandsmedicalgroup.nhs.uk
Artesian Health Centre (Nexus Health Group),https://www.nhs.uk/services/gp-surgery/artesian-health-centre-nexus-health-group/G85034001,https://www.nexushealthgroup.nhs.uk
Falmouth Road Group Practice,https://www.nhs.uk/services/gp-surgery/falmouth-road-group-practice/G85029,http://www.southwarkgp.co.uk
BARTON HOUSE GROUP PRACTICE,https://www.nhs.uk/services/gp-surgery/barton-house-group-practice/F84008,https://www.bartonhousegrouppractice.co.uk/
Kings College Health Centre,https://www.nhs.uk/services/gp-surgery/kings-college-health-centre/E87768,http://www.kclnhshealthcentre.com
Aylestone Health Centre,https://www.nhs.uk/services/gp-surgery/aylestone-health-centre/C82092,notfound
Rosewood Practice,https://www.nhs.uk/services/gp-surgery/rosewood-practice/F84711,http://www.rosewoodpractice.nhs.uk
Theydon Bois Surgery,https://www.nhs.uk/services/gp-surgery/theydon-bois-surgery/F81043001,http://www.thelimesmedicalcentre.com
Fountayne Road Health Centre,https://www.nhs.uk/services/gp-surgery/fountayne-road-health-centre/F84080,http://www.thegadhvipractice.nhs.uk/
Kings Head Medical Practice,https://www.nhs.uk/services/gp-surgery/kings-head-medical-practice/F86700,https://www.kingsheadmedicalpractice.co.uk/
Old Kent Road Surgery,https://www.nhs.uk/services/gp-surgery/old-kent-road-surgery/G85052,http://www.oldkentroadsurgery.nhs.uk/
The Surgery @ Aylestone,https://www.nhs.uk/services/gp-surgery/the-surgery-@-aylestone/C82669,http://thesurgeryataylestone.co.uk/
Clarendon Park,https://www.nhs.uk/services/gp-surgery/clarendon-park/L7M5E,https://www.willowshealthcare.org
Chafford Hundred Medical Centre,https://www.nhs.uk/services/gp-surgery/chafford-hundred-medical-centre/F81113,http://www.chaffordhundredmedicalcentre.co.uk/
St Clements Health Centre,https://www.nhs.uk/services/gp-surgery/st-clements-health-centre/Y00999001,http://www.oddfellowsandstclements.nhs.uk
Tottenham Hale Medical Practice,https://www.nhs.uk/services/gp-surgery/tottenham-hale-medical-practice/Y05330,http://www.lawrencehousegroup.co.uk/
Dun Cow Surgery (Nexus Health Group),https://www.nhs.uk/services/gp-surgery/dun-cow-surgery-nexus-health-group/G85034005,https://nexushealthgroup.nhs.uk/
301 East Street Surgery,https://www.nhs.uk/services/gp-surgery/301-east-street-surgery/G85721,http://www.301eaststreetsurgery.co.uk
Nexus Health Group,https://www.nhs.uk/services/gp-surgery/nexus-health-group/G85034,https://nexushealthgroup.nhs.uk
Spring Hill Practice,https://www.nhs.uk/services/gp-surgery/spring-hill-practice/Y03049,http://www.springhillpractice.nhs.uk/
Waterloo Health Centre,https://www.nhs.uk/services/gp-surgery/waterloo-health-centre/G85136,http://www.waterloohealth.co.uk
Saffron Group Practice,https://www.nhs.uk/services/gp-surgery/saffron-group-practice/C82046,http://www.saffronhealth.co.uk
Spring Hill Practice - Oldhill Street,https://www.nhs.uk/services/gp-surgery/spring-hill-practice-oldhill-street/Y03049001,notfound
Aylesbury Medical Centre (Nexus Health Group),https://www.nhs.uk/services/gp-surgery/aylesbury-medical-centre-nexus-health-group/G85034002,https://nexushealthgroup.nhs.uk/
Saffron Health,https://www.nhs.uk/services/gp-surgery/saffron-health/C82046001,notfound
STAMFORD HILL GROUP PRACTICE,https://www.nhs.uk/services/gp-surgery/stamford-hill-group-practice/F84013,https://www.stamfordhillgrouppractice.co.uk
The Highwood Surgery,https://www.nhs.uk/services/gp-surgery/the-highwood-surgery/F81737,notfound
The Allerton Road Surgery,https://www.nhs.uk/services/gp-surgery/the-allerton-road-surgery/F84716,http://allertonroadmedicalcentre.com
Manor Place Surgery (Nexus Health Group),https://www.nhs.uk/services/gp-surgery/manor-place-surgery-nexus-health-group/G85034006,https://nexushealthgroup.nhs.uk/
Pasley Road Health Centre,https://www.nhs.uk/services/gp-surgery/pasley-road-health-centre/Y1T1F,https://www.willowshealthcare.org/
The Hedges Medical Centre (Sa Bailey),https://www.nhs.uk/services/gp-surgery/the-hedges-medical-centre-sa-bailey/C82100,http://www.hedgesmedicalcentre.co.uk
Sturdee Road Health and Wellbeing Centre,https://www.nhs.uk/services/gp-surgery/sturdee-road-health-and-wellbeing-centre/C82019,http://www.drgsingh.co.uk/
Brambles Surgery,https://www.nhs.uk/services/gp-surgery/brambles-surgery/F81085001,notfound
Tynemouth Medical Practice,https://www.nhs.uk/services/gp-surgery/tynemouth-medical-practice/F85013,http://www.tynemouthmedicalcentre.nhs.uk/
Dowsett Road Surgery,https://www.nhs.uk/services/gp-surgery/dowsett-road-surgery/F85628,http://www.lawrencehousegroup.co.uk/
JS Medical Practice,https://www.nhs.uk/services/gp-surgery/js-medical-practice/F85705,https://www.jsmedicalpractice.com
Penrose Surgery,https://www.nhs.uk/services/gp-surgery/penrose-surgery/G85084,http://www.penrosesurgery.nhs.uk/
Hurley and Riverside Practices,https://www.nhs.uk/services/gp-surgery/hurley-and-riverside-practices/G85053,http://www.hurleyandriversidepractices.co.uk
Lambeth Walk Group Practice,https://www.nhs.uk/services/gp-surgery/lambeth-walk-group-practice/G85054,https://www.lambethwalkgp.co.uk/
The Cedar Practice,https://www.nhs.uk/services/gp-surgery/the-cedar-practice/F84036,http://www.cedarpractice.co.uk
Fernlea Surgery,https://www.nhs.uk/services/gp-surgery/fernlea-surgery/F85071,http://www.fernlea.nhs.uk/
The Heron Practice,https://www.nhs.uk/services/gp-surgery/the-heron-practice/F84119,http://www.heronpractice.co.uk
Bredbury Medical Centre,https://www.nhs.uk/services/gp-surgery/bredbury-medical-centre/P88044,https://www.bredburymedicalcentre.nhs.uk
Asquith Surgery,https://www.nhs.uk/services/gp-surgery/asquith-surgery/C82614,http://www.asquithsurgery.nhs.uk
Stockport Medical Group (Lowfield),https://www.nhs.uk/services/gp-surgery/stockport-medical-group-lowfield/P88632002,http://www.stockportmedicalgroup.nhs.uk
Northfield Medical Centre,https://www.nhs.uk/services/gp-surgery/northfield-medical-centre/C82068,http://www.northfieldmedicalcentre.co.uk/
"Dr A Naeem & Partners,The New Surgery",https://www.nhs.uk/services/gp-surgery/dr-a-naeem-and-partners-the-new-surgery/F81085,http://www.thenewsurgery-brentwood.co.uk/
Tile House Surgery,https://www.nhs.uk/services/gp-surgery/tile-house-surgery/F81038,https://www.tilehousesurgery.com
Bruce Grove Primary Health Care Ctr,https://www.nhs.uk/services/gp-surgery/bruce-grove-primary-health-care-ctr/F85028,https://www.brucegrovephcc.nhs.uk/
Vernon Park Surgery,https://www.nhs.uk/services/gp-surgery/vernon-park-surgery/P88615,notfound
The Surgery (Cranwich Road),https://www.nhs.uk/services/gp-surgery/the-surgery-cranwich-road/F84686,http://www.cranwichroadsurgery.nhs.uk/
Harborough Road Surgery,https://www.nhs.uk/services/gp-surgery/harborough-road-surgery/C82048001,http://www.rdhr.co.uk
Stockport Medical Group,https://www.nhs.uk/services/gp-surgery/stockport-medical-group/P88632,http://www.stockportmedicalgroup.nhs.uk
The Reddish Family Practices,https://www.nhs.uk/services/gp-surgery/the-reddish-family-practices/P88005001,notfound
Heaton Norris Medical Practice,https://www.nhs.uk/services/gp-surgery/heaton-norris-medical-practice/P88011,failed
South Wigston Health Ctr.,https://www.nhs.uk/services/gp-surgery/south-wigston-health-ctr/C82079,http://swhealthcentre.co.uk/
Tottenham Health Centre,https://www.nhs.uk/services/gp-surgery/tottenham-health-centre/F85615,http://www.tottenhamhealthcentre.co.uk
Thurrock Health Centre,https://www.nhs.uk/services/gp-surgery/thurrock-health-centre/Y02807,http://www.thurrockhealthcentre.nhs.uk
MILTON ROAD SURGERY,https://www.nhs.uk/services/gp-surgery/milton-road-surgery/F81641,http://www.miltonroadsurgery.nhs.uk
Penrose Maddock Way Surgery,https://www.nhs.uk/services/gp-surgery/penrose-maddock-way-surgery/W2H7V,notfound
Ellesmere Medical Centre,https://www.nhs.uk/services/gp-surgery/ellesmere-medical-centre/P88013001,https://www.caritasgppartnership.co.uk/
Wigston Central Surgery,https://www.nhs.uk/services/gp-surgery/wigston-central-surgery/C82071,http://www.wigstoncentral.co.uk
Bushloe Surgery,https://www.nhs.uk/services/gp-surgery/bushloe-surgery/C82013,http://www.bushloesurgery.co.uk
Angel Surgery,https://www.nhs.uk/services/gp-surgery/angel-surgery/Y00057,http://www.angelsurgeryn18.nhs.uk
Lawrence House Surgery,https://www.nhs.uk/services/gp-surgery/lawrence-house-surgery/F85007,http://www.lawrencehousegroup.co.uk/lawrence-house-surgery
Harden Health Centre,https://www.nhs.uk/services/gp-surgery/harden-health-centre/M91036,http://www.drkaulandgill-hardenhealthcentre.nhs.uk/
Saddlers Health Centre,https://www.nhs.uk/services/gp-surgery/saddlers-health-centre/M91018,https://www.saddlershealthcentre.co.uk
Castleview Surgery,https://www.nhs.uk/services/gp-surgery/castleview-surgery/F85028001,https://www.brucegrovephcc.nhs.uk/
Dr Me Silver's Practice,https://www.nhs.uk/services/gp-surgery/dr-me-silver-s-practice/F85666,https://www.edmontonmedicalcentre.nhs.uk
Medicus Health Partners - Alma Healthcare Centre,https://www.nhs.uk/services/gp-surgery/medicus-health-partners-alma-healthcare-centre/B6S7Y,https://almahc.co.uk/
Somerset Gardens Family Health Centre,https://www.nhs.uk/services/gp-surgery/somerset-gardens-family-health-centre/F85030,https://www.somersetgardensfhcc.nhs.uk
Broadwater Farm Medical Prcatice,https://www.nhs.uk/services/gp-surgery/broadwater-farm-medical-prcatice/F85007001,http://www.lawrencehousegroup.co.uk/
Birchills Health Centre,https://www.nhs.uk/services/gp-surgery/birchills-health-centre/M91629,http://www.birchillshc.co.uk
Heaton Mersey Med.Pract.,https://www.nhs.uk/services/gp-surgery/heaton-mersey-med-pract/P88008,http://www.heatonmerseymedicalpractice.co.uk/
St Ann's Road Surgery,https://www.nhs.uk/services/gp-surgery/st-ann-s-road-surgery/Y02117,http://www.haringeygp.co.uk
Rainbow Practice,https://www.nhs.uk/services/gp-surgery/rainbow-practice/F85039,http://www.rainbowpractice.nhs.uk/
Evergreen Primary Care Centre,https://www.nhs.uk/services/gp-surgery/evergreen-primary-care-centre/Y03402,"http://www.evergreensurgery.nhs.uk/welcome,52294.htm"
Beechdale Centre,https://www.nhs.uk/services/gp-surgery/beechdale-centre/M91611,http://www.beechdalesurgery.nhs.uk
Morris House Group Practice,https://www.nhs.uk/services/gp-surgery/morris-house-group-practice/F85019,https://mhgp.co.uk
Nightingale House Surgery,https://www.nhs.uk/services/gp-surgery/nightingale-house-surgery/F85058,http://www.nightingalehousesurgery.nhs.uk
The Bounces Road Surgery,https://www.nhs.uk/services/gp-surgery/the-bounces-road-surgery/F85044,http://www.bouncesroadpractice.nhs.uk/
Berkley Practice,https://www.nhs.uk/services/gp-surgery/berkley-practice/M91028,https://www.modalitypartnership.nhs.uk/kingfisher-berkley-practice
Stroud Practice,https://www.nhs.uk/services/gp-surgery/stroud-practice/M91614,http://www.stroudpractice.nhs.uk/
Medicus Health Partners,https://www.nhs.uk/services/gp-surgery/medicus-health-partners/F85002,https://www.forestroadgrouppractice.co.uk
Green Cedars Medical Centre,https://www.nhs.uk/services/gp-surgery/green-cedars-medical-centre/Y00612,https://www.greencedarsmedicalcentre.com/
Lockstown Practice (Fisher Street Branch),https://www.nhs.uk/services/gp-surgery/lockstown-practice-fisher-street-branch/M91021001,http://www.lockstownpractice.co.uk/
Latymer Road Surgery,https://www.nhs.uk/services/gp-surgery/latymer-road-surgery/F85663,failed
Rockleigh Court Surgery,https://www.nhs.uk/services/gp-surgery/rockleigh-court-surgery/F81102,https://www.rockleighcourtsurgery.co.uk
East Enfield Medical Centre,https://www.nhs.uk/services/gp-surgery/east-enfield-medical-centre/F85634,http://www.eastenfieldmedicalpractice.nhs.uk/
Eagle House Surgery,https://www.nhs.uk/services/gp-surgery/eagle-house-surgery/F85004,http://www.eaglehousesurgery.co.uk
Central Uxbridge Surgery,https://www.nhs.uk/services/gp-surgery/central-uxbridge-surgery/E86015,http://www.centraluxbridgesurgery.co.uk
Dr Vk Chatrath,https://www.nhs.uk/services/gp-surgery/dr-vk-chatrath/K82055001,notfound
The Iver Heath Health Centre,https://www.nhs.uk/services/gp-surgery/the-iver-heath-health-centre/K82006001,https://iverdoc.co.uk/
West London Medical Centre,https://www.nhs.uk/services/gp-surgery/west-london-medical-centre/E86620,https://www.londongp.org.uk
Brunel Medical Centre,https://www.nhs.uk/services/gp-surgery/brunel-medical-centre/E86030,https://www.brunelmedicalcentre.nhs.uk
Roseland Parc Surgery,https://www.nhs.uk/services/gp-surgery/roseland-parc-surgery/L82045004,notfound
Tregony Surgery,https://www.nhs.uk/services/gp-surgery/tregony-surgery/L82048002,http://www.roselandsurgeries.co.uk/
Narrowcliff Surgery,https://www.nhs.uk/services/gp-surgery/narrowcliff-surgery/L82029,https://www.narrowcliffsurgery.co.uk/
Newquay Health Centre,https://www.nhs.uk/services/gp-surgery/newquay-health-centre/Y02517,https://www.newquayhealthcentre.co.uk
Otterfield Medical Centre,https://www.nhs.uk/services/gp-surgery/otterfield-medical-centre/E86027,notfound
The Ivers Practice,https://www.nhs.uk/services/gp-surgery/the-ivers-practice/K82006,http://www.iverdoc.co.uk/
Yiewsley Family Practice,https://www.nhs.uk/services/gp-surgery/yiewsley-family-practice/E86010,http://yiewsleyhealthcentre.nhs.uk/
Medicus Health Partners - Carlton House,https://www.nhs.uk/services/gp-surgery/medicus-health-partners-carlton-house/I1Z8L,https://www.carltonhousesurgery.co.uk
Cedar Brook Practice,https://www.nhs.uk/services/gp-surgery/cedar-brook-practice/E86029,https://www.thecedarbrookpractice.co.uk
